Chi2_30,F_classif_30,Mutual_Info_30,Lasso_30,Ridge_30,Elastic_Net_30,Random_Forest_30,Gradient_Boosting_30,XGBoost_30,Neural_Network_30,GENBAIT_30,Chi2_60,F_classif_60,Mutual_Info_60,Lasso_60,Ridge_60,Elastic_Net_60,Random_Forest_60,Gradient_Boosting_60,XGBoost_60,Neural_Network_60,GENBAIT_60,Chi2_90,F_classif_90,Mutual_Info_90,Lasso_90,Ridge_90,Elastic_Net_90,Random_Forest_90,Gradient_Boosting_90,XGBoost_90,Neural_Network_90,GENBAIT_90
,,,,,,,,,,,MEX3B,SAMD4B,UNK,MOV10,DAZL,TNRC6C,IBTK,EIF4A2,SAMD4B,LSM4,SMAP2,MEX3B,SAMD4B,UNK,MOV10,DAZL,TNRC6C,IBTK,EIF4A2,SAMD4B,CNOT6L,MCRIP2
,,,,,,,,,,,IGF2BP2,MEX3B,EXOSC10,GLE1,TNRC6C,KIAA0355,CAPRIN1,GLE1,FAM120C,YTHDF2,SMG7,IGF2BP2,MEX3B,EXOSC10,GLE1,TNRC6C,KIAA0355,CAPRIN1,GLE1,FAM120C,ZC3H7A,MEX3B
,,,,,,,,,,,USP10,FXR2,SAMD4B,PABPC1,TBK1,PABPC1,KIF1B,RNF214,MARF1,ILF3,ST7,USP10,FXR2,SAMD4B,PABPC1,TBK1,PABPC1,KIF1B,RNF214,MARF1,SAMD4B,MKRN2
,,,,,,,,,,,XRN2,EIF4ENIF1,ATXN2,TBK1,PARN,IPO11,ZC3H7A,RBMS1,GLE1,SAMD4B,STAU1,XRN2,EIF4ENIF1,ATXN2,TBK1,PARN,IPO11,ZC3H7A,RBMS1,GLE1,EXOSC10,MOV10
,,,,,,,,,,,YTHDF3,YTHDF2,ZFP36,LSM1,TNRC6B,UNK,RBMS1,GTPBP1,RNF214,ZC3H7A,SUPT5H,YTHDF3,YTHDF2,ZFP36,LSM1,TNRC6B,UNK,RBMS1,GTPBP1,RNF214,ALG13,NCBP2
,,,,,,,,,,,GLE1,THOC1,AGO2,ZC3HAV1,CPEB4,GLE1,LSM1,KIAA1429,EXOSC10,CNOT6L,TDRD3,GLE1,THOC1,AGO2,ZC3HAV1,CPEB4,GLE1,LSM1,KIAA1429,EXOSC10,MCRIP2,NXF1
,,,,,,,,,,,CNOT6L,ZFP36,FUBP3,DDX20,FXR1,GTPBP1,ZFP36,CTIF,CELF1,RNF214,TNRC6A,CNOT6L,ZFP36,FUBP3,DDX20,FXR1,GTPBP1,ZFP36,CTIF,CELF1,G3BP1,OTUD4
,,,,,,,,,,,ZFP36,XRN2,PRRC2A,ZC3H7A,UNK,CAPRIN1,CTIF,ZFP36,PARN,EXOSC10,TNRC6B,ZFP36,XRN2,PRRC2A,ZC3H7A,UNK,CAPRIN1,CTIF,ZFP36,PARN,CTIF,PABPC1
,,,,,,,,,,,CAPRIN1,R3HDM2,CAPRIN1,MCRIP2,IPO11,PDCD4,MCRIP2,ALG13,CPEB4,GLE1,TNRC6C,CAPRIN1,R3HDM2,CAPRIN1,MCRIP2,IPO11,PDCD4,MCRIP2,ALG13,CPEB4,THOC1,PAIP2
,,,,,,,,,,,ALG13,IGF2BP1,CNOT7,KIAA0355,PABPC1,TBK1,KIAA1429,XRN2,XRN2,MCRIP2,UBAP2L,ALG13,IGF2BP1,CNOT7,KIAA0355,PABPC1,TBK1,KIAA1429,XRN2,XRN2,SYMPK,PARN
,,,,,,,,,,,YTHDF2,ZC3HAV1,PABPC1,CPEB4,MARF1,PARN,GLE1,PDCD4,ETF1,G3BP1,XRN2,YTHDF2,ZC3HAV1,PABPC1,CPEB4,MARF1,PARN,GLE1,PDCD4,ETF1,IGF2BP2,PATL1
,,,,,,,,,,,ZC3HAV1,ATXN2,XRN2,IPO11,USP10,CPEB4,IGF2BP2,CNOT6L,DCP1A,SYMPK,YTHDF1,ZC3HAV1,ATXN2,XRN2,IPO11,USP10,CPEB4,IGF2BP2,CNOT6L,DCP1A,RNF214,PDCD4
,,,,,,,,,,,PAIP2,MKRN2,EIF4ENIF1,NCBP2,GTPBP1,DCP1A,GTPBP1,IPO11,ZC3HAV1,KIF1B,YTHDF2,PAIP2,MKRN2,EIF4ENIF1,NCBP2,GTPBP1,DCP1A,GTPBP1,IPO11,ZC3HAV1,CNOT2,PRPF19
,,,,,,,,,,,EIF4ENIF1,CAPRIN1,EIF4A3,OTUD4,LSM1,MARF1,CNOT6L,MARF1,MKRN2,CNOT2,YTHDF3,EIF4ENIF1,CAPRIN1,EIF4A3,OTUD4,LSM1,MARF1,CNOT6L,MARF1,MKRN2,KIF1B,PRRC2A
,,,,,,,,,,,IGF2BP1,FMR1,OTUD4,PARN,DCP1A,USP10,MARF1,MKRN2,LSM1,IGF2BP2,ZC3H7A,IGF2BP1,FMR1,OTUD4,PARN,DCP1A,USP10,MARF1,MKRN2,LSM1,YTHDF2,PUM1
,,,,,,,,,,,FUBP3,HELZ,MCRIP2,MARF1,TRIM56,LSM1,PUM1,LSM1,TNRC6A,OTUD4,ZC3HAV1,FUBP3,HELZ,MCRIP2,MARF1,TRIM56,LSM1,PUM1,LSM1,TNRC6A,EIF4A2,R3HDM2
,,,,,,,,,,,DDX20,PAIP2,LSM4,UNK,CAPRIN1,ZC3H7A,PARN,PARN,KIAA1429,PARN,ZFP36,DDX20,PAIP2,LSM4,UNK,CAPRIN1,ZC3H7A,PARN,PARN,KIAA1429,GLE1,RBM47
,,,,,,,,,,,,,,,,,,,,,,ATXN2,LSM14A,FMR1,USP10,ZC3H7A,TRIM56,MKRN2,DCP1A,CNOT6L,FMR1,RBMS1
,,,,,,,,,,,,,,,,,,,,,,GTPBP1,G3BP1,YTHDF1,MKRN2,RNF214,SYMPK,DCP1A,MCRIP2,CNOT7,DCP1A,RNF214
,,,,,,,,,,,,,,,,,,,,,,CNOT2,ZC3H7A,LSM1,STRAP,DDX1,DDX20,IPO11,OTUD4,TRIM56,PATL1,RNGTT
,,,,,,,,,,,,,,,,,,,,,,R3HDM2,PRRC2A,CSDE1,DCP1A,PDCD4,TNRC6A,YTHDF3,EIF4ENIF1,RNF219,ANKRD17,SAMD4B
,,,,,,,,,,,,,,,,,,,,,,TBK1,ALG13,DDX6,MEX3B,RNF219,OTUD4,NCBP2,TRIM56,TDRD3,PRRC2A,SDCCAG3
,,,,,,,,,,,,,,,,,,,,,,PDCD4,CNOT6L,SDCCAG3,ETF1,STRAP,RNF214,EIF4A1,DDX20,YTHDF3,USP10,SMAP2
,,,,,,,,,,,,,,,,,,,,,,IPO11,USP10,HELZ,RNF219,MKRN2,MKRN2,OTUD4,CNOT7,PAIP1,ATXN2,SMG6
,,,,,,,,,,,,,,,,,,,,,,FMR1,CNOT2,LSM14A,CNOT6L,AGO2,CNOT6L,PDCD4,ETF1,FAM120A,OTUD4,SMG7
,,,,,,,,,,,,,,,,,,,,,,KIAA1429,GLE1,IBTK,TRIM56,RBMS1,STRAP,TRIM56,RNF219,EIF4A1,LSM14A,ST7
,,,,,,,,,,,,,,,,,,,,,,G3BP1,LARP4B,SYNCRIP,SYMPK,OTUD4,CNOT7,RNF219,IBTK,RBMS1,PARN,STAU1
,,,,,,,,,,,,,,,,,,,,,,PARN,UNK,PATL1,RNF214,CNOT6L,ETF1,TBK1,NCBP2,TBK1,RNGTT,SUPT5H
,,,,,,,,,,,,,,,,,,,,,,ZC3H7A,YTHDF1,MARF1,CNOT7,TNRC6A,RNF219,IGF2BP1,TBK1,DDX19B,FUBP3,SYMPK
,,,,,,,,,,,,,,,,,,,,,,PRRC2A,DDX20,ZC3H7A,LARP4B,CNOT7,RBMS1,SYMPK,DDX1,NUFIP2,KIAA1429,SYNCRIP
,,,,,,,,,,,,,,,,,,,,,,CNOT7,CNOT7,CNOT6L,EIF4ENIF1,DDX20,EIF4A1,RNF214,CSDE1,ALG13,R3HDM2,TBK1
,,,,,,,,,,,,,,,,,,,,,,UNK,DDX3X,THOC1,RBMS1,IGF2BP2,CNOT2,CNOT7,HDLBP,IGF2BP1,LARP4B,TDRD3
,,,,,,,,,,,,,,,,,,,,,,LARP4B,PDCD4,MKRN2,NUFIP2,SYNCRIP,DDX1,YTHDF2,AGO2,NCBP2,MKRN2,THOC1
,,,,,,,,,,,,,,,,,,,,,,LSM14A,PARN,FAM120A,ATXN2,DDX19B,LARP4B,UBAP2L,SYMPK,CNOT2,EIF4ENIF1,TNRC6A
,,,,,,,,,,,,,,,,,,,,,,MKRN2,CSDE1,PAIP2,EIF4A1,CNOT2,YTHDF3,CNOT2,NUFIP2,MCRIP2,IGF2BP1,TNRC6B
,,,,,,,,,,,,,,,,,,,,,,KIF1B,FAM120A,STRAP,DDX1,ETF1,NUFIP2,R3HDM2,EDC3,LARP4B,PAIP2,TNRC6C
,,,,,,,,,,,,,,,,,,,,,,NCBP2,GTPBP1,PARN,CNOT2,EIF4A1,DDX19B,PRRC2A,CNOT2,MEX3B,IBTK,TRIM56
,,,,,,,,,,,,,,,,,,,,,,YTHDF1,OTUD4,PRPF19,HELZ,YTHDF3,ATXN2,LARP4B,HELZ,LSM14A,NCBP2,UBAP2L
,,,,,,,,,,,,,,,,,,,,,,SYMPK,TBK1,SYMPK,DDX19B,YTHDF2,AGO2,STRAP,R3HDM2,SMG6,NUFIP2,UNK
,,,,,,,,,,,,,,,,,,,,,,CTIF,IPO11,USP10,R3HDM2,LARP4B,EIF4ENIF1,DDX1,LARP4B,SYMPK,AGO2,USP10
,,,,,,,,,,,,,,,,,,,,,,FAM120A,KIAA1429,LARP4B,SYNCRIP,CSDE1,SYNCRIP,ATXN2,PUM1,EDC3,CNOT7,XRN2
,,,,,,,,,,,,,,,,,,,,,,HELZ,SYNCRIP,RNF214,IGF2BP1,IGF2BP1,IGF2BP2,ETF1,DDX3X,PRRC2A,CSDE1,YTHDF1
,,,,,,,,,,,,,,,,,,,,,,OTUD4,DDX6,PAIP1,IGF2BP2,PRRC2A,EDC3,FMR1,DDX19B,G3BP1,HELZ,YTHDF2
,,,,,,,,,,,,,,,,,,,,,,DCP1A,ANKRD17,RNGTT,YTHDF2,EDC3,YTHDF2,PATL1,YTHDF2,HDLBP,TRIM56,YTHDF3
,,,,,,,,,,,,,,,,,,,,,,LSM12,KIF1B,TRIM25,DDX6,NUFIP2,HELZ,CSDE1,EIF4A1,YTHDF2,RC3H1,ZC3H7A
,,,,,,,,,,,,,,,,,,,,,,SYNCRIP,PATL1,NUFIP2,HDLBP,DDX3X,IGF2BP1,DDX20,FUBP3,CTIF,YTHDF1,ZC3HAV1
,,,,,,,,,,,,,,,,,,,,,,STRAP,DCP1A,TRIM56,YTHDF3,LSM14A,PUM1,HELZ,ATXN2,KIF1B,DDX1,ZFP36
