Chi2_30,F_classif_30,Mutual_Info_30,Lasso_30,Ridge_30,Elastic_Net_30,Random_Forest_30,Gradient_Boosting_30,XGBoost_30,Neural_Network_30,GENBAIT_30,Chi2_60,F_classif_60,Mutual_Info_60,Lasso_60,Ridge_60,Elastic_Net_60,Random_Forest_60,Gradient_Boosting_60,XGBoost_60,Neural_Network_60,GENBAIT_60,Chi2_90,F_classif_90,Mutual_Info_90,Lasso_90,Ridge_90,Elastic_Net_90,Random_Forest_90,Gradient_Boosting_90,XGBoost_90,Neural_Network_90,GENBAIT_90
,,,,,,,,,,,UBAP2L,ALG13,ALG13,TDRD3,TNRC6C,THOC1,EIF4A2,PABPC1,TNRC6C,ZC3H7A,PUM1,UBAP2L,ALG13,ALG13,TDRD3,TNRC6C,THOC1,EIF4A2,PABPC1,TNRC6C,DCP1A,LARP4B
,,,,,,,,,,,PUM1,R3HDM2,PUM1,GTPBP1,CTIF,CTIF,ZC3HAV1,THOC1,GLE1,CTIF,RBM47,PUM1,R3HDM2,PUM1,GTPBP1,CTIF,CTIF,ZC3HAV1,THOC1,GLE1,CTIF,LSM1
,,,,,,,,,,,TDRD3,IGF2BP1,PABPC1,DAZL,TNRC6B,MCRIP2,DAZL,UNK,PABPC1,TNRC6C,RBMS1,TDRD3,IGF2BP1,PABPC1,DAZL,TNRC6B,MCRIP2,DAZL,UNK,PABPC1,PUM1,LSM14A
,,,,,,,,,,,SAMD4B,PRRC2A,DDX3X,ALG13,UNK,GTPBP1,RBMS1,ZC3H7A,LSM1,PUM1,RNGTT,SAMD4B,PRRC2A,DDX3X,ALG13,UNK,GTPBP1,RBMS1,ZC3H7A,LSM1,YTHDF3,LSM2
,,,,,,,,,,,GTPBP1,TDRD3,TDRD3,MOV10,TNRC6A,EIF4A2,UNK,RBMS1,FAM120C,RNGTT,SAMD4B,GTPBP1,TDRD3,TDRD3,MOV10,TNRC6A,EIF4A2,UNK,RBMS1,FAM120C,ZC3H7A,LSM4
,,,,,,,,,,,IGF2BP2,YTHDF2,DDX6,EIF4A2,GTPBP1,LSM1,KIAA1429,IGF2BP2,IGF2BP1,UBAP2L,SDCCAG3,IGF2BP2,YTHDF2,DDX6,EIF4A2,GTPBP1,LSM1,KIAA1429,IGF2BP2,IGF2BP1,EIF4A2,LZTS2
,,,,,,,,,,,CNOT6L,YTHDF3,YTHDF1,CTIF,ZC3H7A,UNK,ZC3H7A,CNOT7,CNOT9,MOV10,SMAP2,CNOT6L,YTHDF3,YTHDF1,CTIF,ZC3H7A,UNK,ZC3H7A,CNOT7,CNOT9,CNOT2,MCRIP2
,,,,,,,,,,,XRN2,SAMD4B,IGF2BP2,PDCD4,FXR2,DAZL,PDCD4,PDCD4,MEX3B,CPEB4,SMG7,XRN2,SAMD4B,IGF2BP2,PDCD4,FXR2,DAZL,PDCD4,PDCD4,MEX3B,PRPF19,MEX3B
,,,,,,,,,,,PRRC2A,FXR2,SAMD4B,RBMS1,DCP1A,PABPC1,NCBP2,GLE1,NXF1,YTHDF3,ST7,PRRC2A,FXR2,SAMD4B,RBMS1,DCP1A,PABPC1,NCBP2,GLE1,NXF1,RNGTT,MKRN2
,,,,,,,,,,,R3HDM2,THOC1,PRRC2A,IPO11,EIF4A2,FXR2,IGF2BP2,USP10,KIAA0355,EXOSC10,STAU1,R3HDM2,THOC1,PRRC2A,IPO11,EIF4A2,FXR2,IGF2BP2,USP10,KIAA0355,SDCCAG3,MOV10
,,,,,,,,,,,FXR2,FUBP3,KIAA0355,STRAP,SYMPK,XRN2,ZFP36,LSM4,TOP3B,DCP1A,SUPT5H,FXR2,FUBP3,KIAA0355,STRAP,SYMPK,XRN2,ZFP36,LSM4,TOP3B,FXR2,NCBP2
,,,,,,,,,,,IGF2BP1,EIF4A2,IGF2BP1,PABPC1,PDCD4,GLE1,XRN2,CAPRIN1,OTUD4,THOC1,SYMPK,IGF2BP1,EIF4A2,IGF2BP1,PABPC1,PDCD4,GLE1,XRN2,CAPRIN1,OTUD4,CPEB4,NUFIP2
,,,,,,,,,,,MOV10,MOV10,YTHDF2,GLE1,TBK1,PDCD4,CNOT6L,GTPBP1,MARF1,CNOT2,TDRD3,MOV10,MOV10,YTHDF2,GLE1,TBK1,PDCD4,CNOT6L,GTPBP1,MARF1,IGF2BP1,NXF1
,,,,,,,,,,,FXR1,XRN2,MOV10,CNOT7,LSM1,CNOT6L,LSM1,FXR1,SMG7,FUBP3,TNRC6A,FXR1,XRN2,MOV10,CNOT7,LSM1,CNOT6L,LSM1,FXR1,SMG7,LSM4,PABPC1
,,,,,,,,,,,YTHDF2,FXR1,MKRN2,FXR2,IPO11,DCP1A,FXR1,NCBP2,IGF2BP2,R3HDM2,TNRC6B,YTHDF2,FXR1,MKRN2,FXR2,IPO11,DCP1A,FXR1,NCBP2,IGF2BP2,EXOSC10,PAIP2
,,,,,,,,,,,SYMPK,ZC3H7A,CPEB4,TBK1,PABPC1,CNOT7,GTPBP1,MARF1,TNRC6B,LSM14A,TNRC6C,SYMPK,ZC3H7A,CPEB4,TBK1,PABPC1,CNOT7,GTPBP1,MARF1,TNRC6B,CAPRIN1,PARN
,,,,,,,,,,,DCP1A,EIF4ENIF1,FAM120C,UNK,CNOT6L,ZC3H7A,CNOT7,CNOT6L,CPSF1,LSM4,UBAP2L,DCP1A,EIF4ENIF1,FAM120C,UNK,CNOT6L,ZC3H7A,CNOT7,CNOT6L,CPSF1,SAMD4B,PATL1
,,,,,,,,,,,KIAA1429,ZFP36,LSM14A,CAPRIN1,DDX1,SYMPK,CAPRIN1,DAZL,ETF1,RNF214,XRN2,KIAA1429,ZFP36,LSM14A,CAPRIN1,DDX1,SYMPK,CAPRIN1,DAZL,ETF1,FUBP3,PDCD4
,,,,,,,,,,,CNOT7,CNOT6L,SYNCRIP,DCP1A,SYNCRIP,FXR1,GLE1,IPO11,STRAP,EIF4A2,YTHDF1,CNOT7,CNOT6L,SYNCRIP,DCP1A,SYNCRIP,FXR1,GLE1,IPO11,STRAP,RNF214,PRPF19
,,,,,,,,,,,ZC3H7A,FMR1,FXR2,CNOT6L,MARF1,DDX20,MARF1,ZFP36,PARN,IGF2BP1,YTHDF2,ZC3H7A,FMR1,FXR2,CNOT6L,MARF1,DDX20,MARF1,ZFP36,PARN,MOV10,PRRC2A
,,,,,,,,,,,NCBP2,HELZ,EIF4A3,SYMPK,DAZL,IGF2BP2,SYMPK,R3HDM2,DDX19B,CAPRIN1,YTHDF3,NCBP2,HELZ,EIF4A3,SYMPK,DAZL,IGF2BP2,SYMPK,R3HDM2,DDX19B,R3HDM2,PUM1
,,,,,,,,,,,USP10,ZC3HAV1,FMR1,ZC3H7A,DDX20,RBMS1,USP10,MOV10,CNOT2,LSM1,ZC3H7A,USP10,ZC3HAV1,FMR1,ZC3H7A,DDX20,RBMS1,USP10,MOV10,CNOT2,LSM1,R3HDM2
,,,,,,,,,,,SYNCRIP,GTPBP1,GLE1,NCBP2,ZFP36,TBK1,MKRN2,XRN2,SYMPK,SAMD4B,ZC3HAV1,SYNCRIP,GTPBP1,GLE1,NCBP2,ZFP36,TBK1,MKRN2,XRN2,SYMPK,MKRN2,RBM47
,,,,,,,,,,,YTHDF3,UNK,RNGTT,IGF2BP1,FXR1,PARN,IGF2BP1,SYMPK,LARP4B,TRIM56,ZFP36,YTHDF3,UNK,RNGTT,IGF2BP1,FXR1,PARN,IGF2BP1,SYMPK,LARP4B,PATL1,RBMS1
,,,,,,,,,,,,,,,,,,,,,,GLE1,G3BP1,THOC1,DDX20,RBMS1,DDX1,MCRIP2,MKRN2,DDX20,OTUD4,RC3H1
,,,,,,,,,,,,,,,,,,,,,,ZFP36,CPEB4,CEP85,XRN2,PARN,CAPRIN1,PARN,SYNCRIP,TRIM56,THOC1,RNF214
,,,,,,,,,,,,,,,,,,,,,,ZC3HAV1,SYNCRIP,OTUD4,TRIM56,IBTK,MOV10,CTIF,PARN,ZC3HAV1,SYMPK,RNGTT
,,,,,,,,,,,,,,,,,,,,,,PDCD4,CNOT7,SMG6,OTUD4,AGO2,SYNCRIP,TRIM56,RNF219,FXR1,G3BP1,SAMD4B
,,,,,,,,,,,,,,,,,,,,,,DDX20,DCP1A,CNOT7,MKRN2,USP10,OTUD4,IPO11,LSM1,CEP85,CNOT6L,SDCCAG3
,,,,,,,,,,,,,,,,,,,,,,UNK,ATXN2,EIF4ENIF1,EDC3,CNOT7,TRIM56,TBK1,IGF2BP1,EIF4A3,ANKRD17,SMAP2
,,,,,,,,,,,,,,,,,,,,,,FMR1,CNOT2,HELZ,PARN,RNF214,STRAP,RNF219,IBTK,MKRN2,LSM14A,SMG6
,,,,,,,,,,,,,,,,,,,,,,STRAP,CAPRIN1,XRN2,MCRIP2,CAPRIN1,USP10,CPEB4,TOP3B,DDX1,CNOT7,SMG7
,,,,,,,,,,,,,,,,,,,,,,CAPRIN1,LSM14A,LSM1,ZFP36,TRIM56,MARF1,LARP4B,ATXN2,LSM14A,TRIM56,ST7
,,,,,,,,,,,,,,,,,,,,,,EIF4ENIF1,YTHDF1,PATL1,USP10,MOV10,ZFP36,OTUD4,FUBP3,TDRD3,ATXN2,STAU1
,,,,,,,,,,,,,,,,,,,,,,CNOT2,SYMPK,TRIM56,MARF1,RNF219,IGF2BP1,MOV10,LARP4B,ZFP36,UNK,SUPT5H
,,,,,,,,,,,,,,,,,,,,,,G3BP1,MKRN2,EIF4A1,ETF1,IGF2BP2,RNF219,PRRC2A,TRIM56,MOV10,KIF1B,SYMPK
,,,,,,,,,,,,,,,,,,,,,,FUBP3,KIAA1429,UNK,LARP4B,MKRN2,FMR1,FMR1,AGO2,DDX6,EIF4A1,SYNCRIP
,,,,,,,,,,,,,,,,,,,,,,EIF4A1,GLE1,RNF214,FMR1,OTUD4,LARP4B,UBAP2L,OTUD4,IBTK,DDX3X,TBK1
,,,,,,,,,,,,,,,,,,,,,,CPEB4,PATL1,HDLBP,RNF219,FMR1,MKRN2,IBTK,TBK1,RNF219,MCRIP2,TDRD3
,,,,,,,,,,,,,,,,,,,,,,TBK1,NCBP2,LARP4B,DDX1,LARP4B,IBTK,SYNCRIP,MCRIP2,PRRC2A,MARF1,THOC1
,,,,,,,,,,,,,,,,,,,,,,LSM12,DDX20,ATXN2,IBTK,STRAP,ETF1,YTHDF2,ETF1,CAPRIN1,EIF4ENIF1,TNRC6A
,,,,,,,,,,,,,,,,,,,,,,MARF1,USP10,XRN1,SYNCRIP,IGF2BP1,RNF214,R3HDM2,FMR1,KIAA1429,DDX1,TNRC6B
,,,,,,,,,,,,,,,,,,,,,,YTHDF1,STRAP,DCP1A,TOP3B,CPEB4,PRRC2A,TOP3B,CTIF,FMR1,GLE1,TNRC6C
,,,,,,,,,,,,,,,,,,,,,,PARN,PDCD4,IPO11,SMG6,PRRC2A,TOP3B,STRAP,STRAP,XRN2,KIAA1429,TRIM56
,,,,,,,,,,,,,,,,,,,,,,ATXN2,EIF4A1,SDCCAG3,YTHDF2,TOP3B,EDC3,PUM1,NUFIP2,CELF1,FMR1,UBAP2L
,,,,,,,,,,,,,,,,,,,,,,OTUD4,OTUD4,PRPF19,DDX6,LSM14A,LSM14A,DDX20,DDX6,TBK1,SMG6,UNK
,,,,,,,,,,,,,,,,,,,,,,IPO11,ANKRD17,RC3H1,PRRC2A,ETF1,AGO2,SMG6,EDC3,SMG6,YTHDF1,USP10
,,,,,,,,,,,,,,,,,,,,,,LSM14A,DDX3X,TBK1,ATXN2,DDX19B,DDX6,G3BP1,CPEB4,PAIP1,SYNCRIP,XRN2
,,,,,,,,,,,,,,,,,,,,,,HELZ,MARF1,ANKRD17,NUFIP2,R3HDM2,SMG6,PATL1,SMG6,SYNCRIP,USP10,YTHDF1
,,,,,,,,,,,,,,,,,,,,,,CTIF,LSM12,IBTK,TRIM25,SMG6,YTHDF2,ATXN2,RNF214,CPEB4,NCBP2,YTHDF2
,,,,,,,,,,,,,,,,,,,,,,RNF219,PAIP2,KIF1B,R3HDM2,PATL1,PUM1,YTHDF3,HDLBP,DAZL,HELZ,YTHDF3
,,,,,,,,,,,,,,,,,,,,,,MKRN2,LARP4B,MCRIP2,RNF214,CNOT2,NUFIP2,RNF214,DDX1,MCRIP2,CEP85,ZC3H7A
,,,,,,,,,,,,,,,,,,,,,,LARP4B,PARN,DDX19B,DDX19B,NUFIP2,ATXN2,FUBP3,HELZ,EDC3,PDCD4,ZC3HAV1
,,,,,,,,,,,,,,,,,,,,,,ANKRD17,CSDE1,CSDE1,HELZ,CSDE1,TRIM25,AGO2,PRRC2A,NUFIP2,AGO2,ZFP36
