Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	boosted_by	UniqueSpec	UniqueSpecSum	UniqueAvgSpec	PreySequenceLength	UniProtID
RPS6_NBF	55193	PBRM1	16|5	21	10.5	2	0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.93	1	0.93	1	0.93	1.88	13.12	0.01		5|3	8	4	1000	PB1_HUMAN
RPS6_NBF	56259	CTNNBL1	9|12	21	10.5	2	0|0|0|0|0|0|0|0|0|0|0|6|0|0|0|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.88	0.92	0.88	0.92	0.88	1.67	8.75	0.01		3|3	6	3	1000	CTBL1_HUMAN
RPS6_NBF	51202	DDX47	13|7	20	10	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	11.03	100	0		2|3	5	2.5	1000	DDX47_HUMAN
RPS6_NBF	7589	ZSCAN21	12|8	20	10	2	0|0|0|0|0|0|0|0|0|0|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.95	0.97	0.95	0.97	0.95	2.49	16.67	0		4|3	7	3.5	1000	G3V0F4_HUMAN
RPS6_NBF	1894	ECT2	9|10	19	9.5	2	2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	6.6	47.5	0		2|3	5	2.5	1000	ECT2_HUMAN
RPS6_NBF	79080	CCDC86	9|10	19	9.5	2	0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	6.6	47.5	0		3|3	6	3	1000	CCD86_HUMAN
RPS6_NBF	23567	ZNF346	7|11	18	9	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	11.03	90	0		3|3	6	3	1000	B7Z4J8_HUMAN
RPS6_NBF	51491	NOP16	8|10	18	9	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	12.61	90	0		2|2	4	2	1000	A0A0C4DGU5_HUMAN
RPS6_NBF	6207	RPS13	9|9	18	9	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	14.17	90	0		2|2	4	2	1000	RS13_HUMAN
RPS6_NBF	51194	IPO11	11|6	17	8.5	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	9.42	85	0		3|2	5	2.5	1000	IPO11_HUMAN
RPS6_NBF	54014	BRWD1	6|11	17	8.5	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	9.42	85	0		2|2	4	2	1000	BRWD1_HUMAN
RPS6_NBF	55234	SMU1	10|7	17	8.5	2	0|0|3|0|0|0|0|0|0|0|0|4|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.87	0.94	0.87	0.94	0.87	1.4	7.73	0.01		2|3	5	2.5	1000	SMU1_HUMAN
RPS6_NBF	3149	HMGB3	10|6	16	8	2	0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.95	0.98	0.95	0.98	0.95	2.5	20	0		2|2	4	2	1000	HMGB3_HUMAN
RPS6_NBF	8971	H1-10	5|9	14	7	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	7.79	70	0		2|2	4	2	1000	H1X_HUMAN
RPS6_NBF	151648	SGO1	9|5	14	7	2	0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.93	0.97	0.93	0.97	0.93	2.05	17.5	0.01		2|2	4	2	1000	SGO1_HUMAN
RPS6_NBF	7572	ZNF24	7|4	11	5.5	2	0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.89	0.95	0.89	0.95	0.89	1.55	13.75	0.01		2|2	4	2	1000	ZNF24_HUMAN
RPS6_NBF	8559	PRPF18	6|5	11	5.5	2	0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.95	0.96	0.95	0.96	0.95	2.71	18.33	0		2|2	4	2	1000	Q5T9P7_HUMAN
RPS6_NBF	9767	JADE3	6|5	11	5.5	2	0|0|0|0|0|0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.88	0.9	0.88	0.9	0.88	1.8	11	0.01		2|2	4	2	1000	JADE3_HUMAN
RPS6_NBF	51362	CDC40	5|5	10	5	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	7.79	50	0		2|2	4	2	1000	PRP17_HUMAN
RPS6_NBF	4478	MSN	3|5	8	4	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.99	1	0.99	1	0.99	4.36	40	0		2|2	4	2	1000	MOES_HUMAN
RPS6_NBF	10171	RCL1	3|3	6	3	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.36	30	0		2|2	4	2	1000	Q5VZU3_HUMAN
RPS6_NBF	8535	CBX4	3|3	6	3	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.36	30	0		2|2	4	2	1000	CBX4_HUMAN
SARNP_CBF	7919	DDX39B	1386|1191	2577	1288.5	2	49|36|33|0|0|15|0|0|28|40|43|38|0|0|0|0|22|36|8|50|0|0|0|5|0|4|0|0|4|0|3|3|0|0|0|8|2|9|0|0	1	1	1	1	1	554.27	34.36	0		7|9	16	8	1000	DX39B_HUMAN
SARNP_CBF	9877	ZC3H11A	743|658	1401	700.5	2	79|86|66|91|32|21|28|34|94|80|132|112|21|42|24|22|99|84|10|73|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	107.65	7.53	0		34|31	65	32.5	1000	ZC11A_HUMAN
SARNP_CBF	10212	DDX39A	636|611	1247	623.5	2	0|0|17|0|0|0|0|0|27|26|0|22|0|0|0|0|29|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	36	45.85	0		5|7	12	6	1000	DX39A_HUMAN
SARNP_CBF	64062	RBM26	603|563	1166	583	2	53|41|49|47|32|35|28|51|72|55|75|92|24|59|29|50|59|68|0|68|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	155.17	8.94	0		34|32	66	33	1000	A0A087X0H9_HUMAN
SARNP_CBF	5411	PNN	525|615	1140	570	2	112|50|70|75|61|51|48|54|154|67|122|116|43|60|63|51|119|129|54|120|0|0|13|11|0|0|0|0|0|14|0|9|23|0|0|15|0|0|8|7	1	1	1	1	1	27.8	5.26	0		39|38	77	38.5	1000	PININ_HUMAN
SARNP_CBF	79882	ZC3H14	524|468	992	496	2	35|22|55|42|10|12|11|14|46|21|76|68|15|24|16|9|55|54|0|46|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	58.52	9.9	0		36|36	72	36	1000	G3V256_HUMAN
SARNP_CBF	155435	RBM33	430|401	831	415.5	2	0|6|44|26|0|9|0|0|37|7|42|38|0|11|0|0|37|33|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	33.72	14.63	0		27|26	53	26.5	1000	A0A0C4DFS3_HUMAN
SARNP_CBF	54439	RBM27	438|324	762	381	2	36|20|49|59|14|33|30|22|79|21|69|78|30|43|14|23|97|50|0|38|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	20.45	6.37	0		34|31	65	32.5	1000	RBM27_HUMAN
SARNP_CBF	7155	TOP2B	351|360	711	355.5	2	47|47|99|98|13|29|37|24|114|60|102|125|24|44|32|18|83|129|10|56|0|0|0|0|0|0|0|0|0|6|0|0|0|0|0|0|0|0|0|0	0.94	0.99	0.94	0.99	0.94	2.07	3.89	0.01		41|41	82	41	1000	TOP2B_HUMAN
SARNP_CBF	84271	POLDIP3	365|278	643	321.5	2	0|9|10|8|0|0|0|0|7|7|12|14|0|0|0|0|11|5|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	670	36.53	0		23|21	44	22	1000	F6VRR5_HUMAN
SARNP_CBF	400506	KNOP1	218|199	417	208.5	2	6|22|67|49|13|17|8|18|53|16|65|83|9|22|7|13|64|61|0|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.95	1	0.95	1	0.95	2.21	4.14	0		29|29	58	29	1000	KNOP1_HUMAN
SARNP_CBF	55100	WDR70	181|186	367	183.5	2	46|22|60|44|16|16|11|26|59|35|78|68|14|24|18|24|50|59|8|55|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	5.85	3.31	0		20|18	38	19	1000	WDR70_HUMAN
SARNP_CBF	57473	ZNF512B	198|159	357	178.5	2	6|4|53|39|0|0|0|0|32|5|52|56|0|4|0|0|42|37|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	5.64	5.41	0		19|19	38	19	1000	Z512B_HUMAN
SARNP_CBF	4931	NVL	162|144	306	153	2	0|15|44|14|0|0|2|0|24|6|68|59|0|0|0|0|40|34|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	3.96	4.94	0		25|21	46	23	1000	NVL_HUMAN
SARNP_CBF	55035	NOL8	144|156	300	150	2	3|9|52|22|0|0|0|0|56|10|30|55|0|4|4|0|47|35|0|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.99	1	0.99	1	0.99	4.23	4.62	0		32|30	62	31	1000	NOL8_HUMAN
SARNP_CBF	58525	WIZ	142|149	291	145.5	2	0|6|30|40|0|0|0|0|25|7|44|41|0|4|0|0|23|43|0|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	7.29	5.43	0		17|17	34	17	1000	A0A2R8YFV2_HUMAN
SARNP_CBF	11198	SUPT16H	158|130	288	144	2	39|33|36|37|2|8|11|17|44|44|47|50|6|15|7|11|37|65|0|37|12|13|4|0|0|5|0|0|0|10|0|0|0|0|0|4|4|0|0|0	1	1	1	1	1	5.55	3.3	0		21|20	41	20.5	1000	SP16H_HUMAN
SARNP_CBF	57602	USP36	162|119	281	140.5	2	5|3|36|4|0|0|0|0|40|17|50|44|0|0|0|0|45|46|0|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.87	1	0.87	1	0.87	1.1	4.62	0.01		31|25	56	28	1000	Q8IXW9_HUMAN
SARNP_CBF	124245	ZC3H18	154|123	277	138.5	2	4|0|8|9|0|0|0|0|19|0|10|26|0|3|0|0|30|34|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	8.94	8.5	0		21|23	44	22	1000	E7ERS3_HUMAN
SARNP_CBF	25792	CIZ1	154|120	274	137	2	18|14|13|18|0|0|0|0|11|8|24|36|0|7|0|0|15|27|0|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	19.5	7.25	0		18|16	34	17	1000	F5H2X7_HUMAN
SARNP_CBF	6239	RREB1	147|115	262	131	2	7|9|25|29|0|0|0|0|27|5|30|47|0|0|0|0|30|38|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	6.3	5.24	0		23|22	45	22.5	1000	RREB1_HUMAN
SARNP_CBF	8886	DDX18	130|127	257	128.5	2	13|10|31|0|0|0|0|0|32|25|42|49|0|0|0|0|17|29|0|25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	9.24	4.71	0		18|16	34	17	1000	DDX18_HUMAN
SARNP_CBF	126526	C19orf47	115|134	249	124.5	2	0|0|6|0|0|0|0|0|6|0|0|8|0|0|0|0|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	20.67	46.11	0		13|13	26	13	1000	CS047_HUMAN
SARNP_CBF	10528	NOP56	122|124	246	123	2	16|15|28|24|0|0|0|0|37|18|46|34|0|8|7|0|31|33|0|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	12.87	4.36	0		22|20	42	21	1000	NOP56_HUMAN
SARNP_CBF	1060	CENPC	124|115	239	119.5	2	0|6|15|6|0|0|5|0|32|6|51|40|0|0|0|0|34|26|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.41	5.41	0		20|19	39	19.5	1000	CENPC_HUMAN
SARNP_CBF	7707	ZNF148	122|115	237	118.5	2	7|19|39|31|0|0|0|6|15|9|50|39|0|3|0|0|21|42|0|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.99	1	0.99	1	0.99	4.15	4.28	0		16|15	31	15.5	1000	G5E9X2_HUMAN
SARNP_CBF	7150	TOP1	121|111	232	116	2	10|0|35|20|0|0|0|0|39|25|42|40|0|0|0|5|39|32|16|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|0|0	1	1	1	1	1	5.91	3.83	0		14|11	25	12.5	1000	TOP1_HUMAN
SARNP_CBF	4204	MECP2	120|108	228	114	2	2|0|31|14|0|0|0|0|26|0|64|41|0|0|0|0|37|35|0|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.91	0.97	0.91	0.97	0.91	1.72	4.44	0.01		14|14	28	14	1000	MECP2_HUMAN
SARNP_CBF	9320	TRIP12	107|114	221	110.5	2	4|23|35|16|4|4|5|9|28|21|41|49|0|0|0|11|27|25|0|18|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	6.1	3.9	0		20|21	41	20.5	1000	A0A6Q8PGG9_HUMAN
SARNP_CBF	10189	ALYREF	108|104	212	106	2	0|0|8|0|0|0|0|0|10|0|16|7|0|0|0|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	11.94	23.04	0		8|8	16	8	1000	E9PB61_HUMAN
SARNP_CBF	10153	CEBPZ	109|102	211	105.5	2	0|6|24|8|0|0|0|0|31|0|22|22|0|0|0|0|20|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	7.01	6.94	0		22|21	43	21.5	1000	CEBPZ_HUMAN
SARNP_CBF	23126	POGZ	101|105	206	103	2	32|28|21|33|6|0|3|6|25|26|26|41|0|7|0|0|26|35|0|26|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	28.92	3.46	0		17|18	35	17.5	1000	POGZ_HUMAN
SARNP_CBF	29028	ATAD2	110|96	206	103	2	0|0|11|0|0|0|0|0|14|0|14|34|0|0|0|0|6|22|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	5.4	10.2	0		19|20	39	19.5	1000	ATAD2_HUMAN
SARNP_CBF	58509	CACTIN	103|99	202	101	2	15|16|34|32|0|0|0|6|20|20|37|37|0|5|4|0|24|30|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	9.72	3.81	0		13|15	28	14	1000	CATIN_HUMAN
SARNP_CBF	7343	UBTF	104|97	201	100.5	2	4|6|29|17|0|0|0|5|28|3|40|32|0|0|0|3|26|29|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.99	1	0.99	1	0.99	4.77	4.65	0		15|14	29	14.5	1000	UBF1_HUMAN
SARNP_CBF	54881	TEX10	93|96	189	94.5	2	7|13|33|10|0|0|0|3|29|13|38|43|0|0|0|0|30|28|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.91	0.95	0.91	0.95	0.91	1.93	3.86	0.01		14|16	30	15	1000	TEX10_HUMAN
SARNP_CBF	9785	DHX38	98|87	185	92.5	2	4|9|37|13|0|0|0|5|22|10|39|44|0|3|4|4|21|17|0|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.93	0.99	0.93	0.99	0.93	1.9	4.22	0.01		23|20	43	21.5	1000	PRP16_HUMAN
SARNP_CBF	8539	API5	97|87	184	92	2	0|7|5|0|0|0|0|0|7|0|7|9|0|0|0|0|7|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	26.44	20.44	0		12|13	25	12.5	1000	API5_HUMAN
SARNP_CBF	29123	ANKRD11	99|84	183	91.5	2	0|6|16|7|0|0|0|0|24|0|21|37|0|0|0|0|23|14|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	4.86	6.02	0		20|24	44	22	1000	ANR11_HUMAN
SARNP_CBF	8602	NOP14	101|76	177	88.5	2	0|4|24|9|0|0|0|0|23|4|26|27|0|0|0|0|13|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	5.02	6.1	0		21|20	41	20.5	1000	NOP14_HUMAN
SARNP_CBF	4292	MLH1	98|78	176	88	2	0|5|9|0|0|0|0|0|13|8|14|13|0|0|0|0|7|20|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	15.38	8.89	0		16|16	32	16	1000	MLH1_HUMAN
SARNP_CBF	54815	GATAD2A	83|90	173	86.5	2	0|0|23|14|0|0|0|0|27|0|34|33|0|0|0|0|33|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.97	0.98	0.97	0.98	0.97	3.17	4.78	0		14|15	29	14.5	1000	P66A_HUMAN
SARNP_CBF	55388	MCM10	104|65	169	84.5	2	0|6|25|17|0|0|0|0|20|0|35|30|0|0|0|0|17|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.91	1	0.91	1	0.91	1.49	5.18	0.01		14|14	28	14	1000	Q5T670_HUMAN
SARNP_CBF	64710	NUCKS1	88|81	169	84.5	2	21|3|2|6|0|8|4|5|5|4|4|13|0|14|4|5|5|20|0|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	12.88	7.48	0		5|6	11	5.5	1000	NUCKS_HUMAN
SARNP_CBF	23411	SIRT1	76|91	167	83.5	2	0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	19.75	208.75	0		10|12	22	11	1000	B0QZ35_HUMAN
SARNP_CBF	57062	DDX24	79|86	165	82.5	2	10|15|18|0|0|0|6|0|6|15|12|17|0|0|0|0|6|31|0|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	10.46	5.81	0		14|15	29	14.5	1000	DDX24_HUMAN
SARNP_CBF	23036	ZNF292	82|82	164	82	2	0|5|14|0|0|0|0|0|23|2|17|29|0|0|0|0|26|21|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.75	5.99	0		22|23	45	22.5	1000	ZN292_HUMAN
SARNP_CBF	23076	RRP1B	84|80	164	82	2	12|14|30|12|0|0|0|4|29|9|25|35|0|5|9|0|24|24|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.99	1	0.99	1	0.99	4.56	3.81	0		14|13	27	13.5	1000	RRP1B_HUMAN
SARNP_CBF	23223	RRP12	77|87	164	82	2	2|0|15|7|0|0|0|0|15|4|17|22|0|0|0|0|20|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	7.61	7.45	0		14|18	32	16	1000	RRP12_HUMAN
SARNP_CBF	4236	MFAP1	85|75	160	80	2	7|12|19|19|9|0|0|7|15|16|22|35|0|10|4|8|21|28|0|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	7.83	4.04	0		11|9	20	10	1000	MFAP1_HUMAN
SARNP_CBF	63967	CLSPN	86|74	160	80	2	4|6|6|16|0|0|0|0|19|5|11|33|0|11|0|0|19|16|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	7.98	5.26	0		18|18	36	18	1000	CLSPN_HUMAN
SARNP_CBF	143884	CWF19L2	83|74	157	78.5	2	0|8|25|11|0|0|0|0|19|8|20|23|0|0|2|0|19|14|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	9.3	5.23	0		16|16	32	16	1000	C19L2_HUMAN
SARNP_CBF	10036	CHAF1A	72|83	155	77.5	2	18|12|34|24|8|5|10|10|26|15|27|28|0|14|0|8|31|27|0|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.94	1	0.94	1	0.94	2.04	3.18	0.01		13|13	26	13	1000	CAF1A_HUMAN
SARNP_CBF	10735	STAG2	74|81	155	77.5	2	6|0|17|6|0|0|0|0|7|0|20|25|0|0|0|0|5|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	5.95	7.83	0		9|10	19	9.5	1000	STAG2_HUMAN
SARNP_CBF	23244	PDS5A	77|77	154	77	2	0|7|17|4|0|0|0|0|15|0|25|25|0|0|0|0|20|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	5.4	5.83	0		15|15	30	15	1000	PDS5A_HUMAN
SARNP_CBF	55421	NCBP3	79|75	154	77	2	0|0|8|6|0|0|0|0|20|0|6|27|0|0|0|0|14|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	5.19	7.86	0		11|10	21	10.5	1000	NCBP3_HUMAN
SARNP_CBF	54606	DDX56	75|78	153	76.5	2	0|6|27|0|0|0|0|0|23|9|37|22|0|0|0|0|15|19|0|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.98	0.99	0.98	0.99	0.98	3.84	4.64	0		14|15	29	14.5	1000	G3V0G3_HUMAN
SARNP_CBF	64794	DDX31	79|72	151	75.5	2	0|0|15|0|0|0|0|0|6|9|8|21|0|0|0|0|9|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	7	8.99	0		17|14	31	15.5	1000	DDX31_HUMAN
SARNP_CBF	57673	BEND3	72|78	150	75	2	0|3|18|0|0|0|0|0|11|5|13|16|0|0|0|0|12|0|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	8.52	9.04	0		15|15	30	15	1000	BEND3_HUMAN
SARNP_CBF	6829	SUPT5H	77|72	149	74.5	2	17|13|8|9|0|0|0|0|6|19|3|18|0|0|0|0|11|16|0|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	29.34	5.69	0		19|17	36	18	1000	SPT5H_HUMAN
SARNP_CBF	84081	NSRP1	90|57	147	73.5	2	3|9|7|9|0|2|0|0|17|6|12|42|0|12|0|0|14|13|0|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.9	1	0.9	1	0.9	1.45	5	0.01		13|12	25	12.5	1000	A0A024QZ33_HUMAN
SARNP_CBF	22880	MORC2	71|73	144	72	2	0|6|4|9|0|0|0|0|13|5|0|17|0|0|0|0|0|7|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	10.35	11.25	0		13|12	25	12.5	1000	MORC2_HUMAN
SARNP_CBF	6046	BRD2	79|65	144	72	2	0|0|6|6|0|0|0|0|16|0|17|16|0|0|0|0|12|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	6.37	9.35	0		12|10	22	11	1000	BRD2_HUMAN
SARNP_CBF	6418	SET	73|65	138	69	2	10|12|31|17|0|10|0|8|17|16|30|21|11|10|9|8|19|21|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.99	1	0.99	1	0.99	4.51	3.54	0		5|5	10	5	1000	A0A0C4DFV9_HUMAN
SARNP_CBF	27340	UTP20	55|81	136	68	2	0|0|0|0|0|0|0|0|19|0|4|27|0|0|0|0|8|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.98	0.99	0.98	0.99	0.98	3.5	10	0		19|26	45	22.5	1000	UTP20_HUMAN
SARNP_CBF	9330	GTF3C3	61|75	136	68	2	10|7|0|8|0|0|0|0|8|10|0|7|0|5|0|0|0|20|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	10.34	7.56	0		11|13	24	12	1000	TF3C3_HUMAN
SARNP_CBF	64318	NOC3L	70|65	135	67.5	2	0|4|19|15|0|0|0|3|16|11|26|31|0|0|0|0|11|20|0|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.99	1	0.99	1	0.99	4.68	4.12	0		16|17	33	16.5	1000	NOC3L_HUMAN
