Bait,Prey
AARS2,NIPAL3
AARS2,NISCH
AARS2,NKAP
AARS2,NKAPD1
AARS2,NKTR
AARS2,NLGN1
AARS2,NLGN2
AARS2,NME5
AARS2,NMT2
AARS2,NOL7
AARS2,NOL8
AARS2,NOMO1
AARS2,NOMO2
AARS2,NOP53
AARS2,NOS1AP
AARS2,NOTCH1
AARS2,NPAT
AARS2,NR2C1
AARS2,NR2C2
AARS2,NRP1
AARS2,NSD1
AARS2,NSD2
AARS2,NSD3
AARS2,NSRP1
AARS2,NUDT8
AARS2,NUMBL
AARS2,NUS1
AARS2,NUSAP1
AARS2,NVL
AARS2,NYNRIN
AARS2,OBSL1
AARS2,OCLN
AARS2,ODF2
AARS2,ODF2L
AARS2,OFD1
AARS2,OPA3
AARS2,OSBPL11
AARS2,OSBPL1A
AARS2,OSBPL6
AARS2,OSTM1
AARS2,P3H3
AARS2,PACS1
AARS2,PAG1
AARS2,PAK6
AARS2,PALB2
AARS2,PALD1
AARS2,PALLD
AARS2,PALM
AARS2,PAN3
AARS2,PANX1
AARS2,PAPD5
AARS2,PAPD7
AARS2,PARD3B
AARS2,PARD6B
AARS2,PARD6G
AARS2,PARP16
AARS2,PASK
AARS2,PATJ
AARS2,PCDH19
AARS2,PCDH7
AARS2,PCDH9
AARS2,PCDHGB1
AARS2,PCNT
AARS2,PCNX1
AARS2,PCNX3
AARS2,PCSK6
AARS2,PDE3B
AARS2,PDE8A
AARS2,PDK2
AARS2,PDK3
AARS2,PDLIM3
AARS2,PDP1
AARS2,PDSS1
AARS2,PDZRN3
AARS2,PEAK1
AARS2,PEX11A
AARS2,PEX12
AARS2,PEX13
AARS2,PEX5
AARS2,PGAM2
AARS2,PGS1
AARS2,PHACTR2
AARS2,PHACTR4
AARS2,PHC1
AARS2,PHC2
AARS2,PHC3
AARS2,PHF10
AARS2,PHF14
AARS2,PHF21A
AARS2,PHIP
AARS2,PHLDB1
AARS2,PHLDB2
AARS2,PHLDB3
AARS2,PHLPP1
AARS2,PHRF1
AARS2,PHYH
AARS2,PIAS1
AARS2,PIAS2
AARS2,PIAS4
AARS2,PIBF1
AARS2,PIGB
AARS2,PIGN
AARS2,PIGW
AARS2,PIK3C2B
AARS2,PIK3CB
AARS2,PIK3R1
AARS2,PIK3R3
AARS2,PIKFYVE
AARS2,PIP4K2A
AARS2,PIP5K1A
AARS2,PJA2
AARS2,PKD2
AARS2,PKMYT1
AARS2,PKN3
AARS2,PKP2
AARS2,PKP4
AARS2,PLCB1
AARS2,PLCL2
AARS2,PLD1
AARS2,PLD6
AARS2,PLEKHA1
AARS2,PLEKHA3
AARS2,PLEKHA5
AARS2,PLEKHA6
AARS2,PLEKHA7
AARS2,PLEKHA8
AARS2,PLEKHG1
AARS2,PLEKHG3
AARS2,PLEKHH2
AARS2,PLEKHM1
AARS2,PLEKHM2
AARS2,PLEKHM3
AARS2,PLEKHO2
AARS2,PLPP1
AARS2,PLXNA2
AARS2,PMS1
AARS2,PNISR
AARS2,PNKD
AARS2,PNN
AARS2,PNPLA8
AARS2,POC1B
AARS2,POC5
AARS2,PODXL2
AARS2,POFUT2
AARS2,POLDIP3
AARS2,POLR2J3
AARS2,POLR2M
AARS2,POM121
AARS2,POM121C
AARS2,POMK
AARS2,POP4
AARS2,POTEE
AARS2,POU2F1
AARS2,PPAN-P2RY11
AARS2,PPHLN1
AARS2,PPIG
AARS2,PPIL2
AARS2,PPIP5K1
AARS2,PPM1B
AARS2,PPP1R13B
AARS2,PPP1R13L
AARS2,PPP1R15B
AARS2,PPP1R16B
AARS2,PPP1R18
AARS2,PPP1R37
AARS2,PPP1R9B
AARS2,PPP2R3B
AARS2,PPP6R2
AARS2,PPWD1
AARS2,PRAF2
AARS2,PRAG1
AARS2,PRDM15
AARS2,PRDM2
AARS2,PRKAA2
