Chi2_30,F_classif_30,Mutual_Info_30,Lasso_30,Ridge_30,Elastic_Net_30,Random_Forest_30,Gradient_Boosting_30,XGBoost_30,Neural_Network_30,GENBAIT_30,Chi2_60,F_classif_60,Mutual_Info_60,Lasso_60,Ridge_60,Elastic_Net_60,Random_Forest_60,Gradient_Boosting_60,XGBoost_60,Neural_Network_60,GENBAIT_60,Chi2_90,F_classif_90,Mutual_Info_90,Lasso_90,Ridge_90,Elastic_Net_90,Random_Forest_90,Gradient_Boosting_90,XGBoost_90,Neural_Network_90,GENBAIT_90
CALR3,KRAS_target,COIL,PARP1,KRAS_target,KRAS_target,RPL31,NIFK,NDC80,PDIA4,SEPT10,CALR3,KRAS_target,COIL,PARP1,KRAS_target,KRAS_target,RPL31,NIFK,NDC80,ZNF330_target,KRT19,CALR3,KRAS_target,COIL,PARP1,KRAS_target,KRAS_target,RPL31,NIFK,NDC80,CBX3,CXADR
MAPRE3,CALR3,RPL31,RPL31,KDM1A,PARP1,SEC61B_Cterm,ACTB,TERF2IP,LAMP2,SERBP1,MAPRE3,CALR3,RPL31,RPL31,KDM1A,PARP1,SEC61B_Cterm,ACTB,TERF2IP,SV40_NLS,LAMP2,MAPRE3,CALR3,RPL31,RPL31,KDM1A,PARP1,SEC61B_Cterm,ACTB,TERF2IP,ZNF330_target,CYP2C1_sigseq
RPS6,NOP56,SV40_NLS,LAMTOR1_target_peptide,ASF1A,COX4I1,DCTN1,ASF1A,SEC61B_Cterm,RPL31,SFXN1,RPS6,NOP56,SV40_NLS,LAMTOR1_target_peptide,ASF1A,COX4I1,DCTN1,ASF1A,SEC61B_Cterm,CS,LAMP3,RPS6,NOP56,SV40_NLS,LAMTOR1_target_peptide,ASF1A,COX4I1,DCTN1,ASF1A,SEC61B_Cterm,DDX23,DCTN1
SERBP1,METTL7A,GJD3,ASF1A,LAMP2,SFXN1,LRRC59_Cterm,SV40_NLS,B3GAT1,B3GAT1,SSR1,SERBP1,METTL7A,GJD3,ASF1A,LAMP2,SFXN1,LRRC59_Cterm,SV40_NLS,B3GAT1,GJD3,LAMTOR1_target_peptide,SERBP1,METTL7A,GJD3,ASF1A,LAMP2,SFXN1,LRRC59_Cterm,SV40_NLS,B3GAT1,PDIA4,DDX23
SEC62,RPS6,LRRC59_Nterm,SEC61B_Cterm,SEC61B_Cterm,ASF1A,RAB9A,RPL31,LYN,CS,STX7,SEC62,RPS6,LRRC59_Nterm,SEC61B_Cterm,SEC61B_Cterm,ASF1A,RAB9A,RPL31,LYN,RAB9A,LRRC59_Cterm,SEC62,RPS6,LRRC59_Nterm,SEC61B_Cterm,SEC61B_Cterm,ASF1A,RAB9A,RPL31,LYN,SFXN1,DERL1
NOP56,MAPRE3,B3GAT1,RPS6,MAPRE3,DHX8,CEP135,METTL7A,HIST1H2BG,ZNF330_target,SYNE3_Cterm,NOP56,MAPRE3,B3GAT1,RPS6,MAPRE3,DHX8,CEP135,METTL7A,HIST1H2BG,RPL31,LYN,NOP56,MAPRE3,B3GAT1,RPS6,MAPRE3,DHX8,CEP135,METTL7A,HIST1H2BG,RAB9A,DHFRL1
KRAS_Q61H,OCLN,LAMP2,EBAG9,B3GAT1,MAPRE1,CD3EAP,B3GAT1,AARS2,DDX23,TERF2IP,KRAS_Q61H,OCLN,LAMP2,EBAG9,B3GAT1,MAPRE1,CD3EAP,B3GAT1,AARS2,PDIA4,MAPRE1,KRAS_Q61H,OCLN,LAMP2,EBAG9,B3GAT1,MAPRE1,CD3EAP,B3GAT1,AARS2,B3GAT1,DHX40
SEC61B_Nterm,KRAS_Q61H,RPN1,COX4I1,RPL31,RPL31,ASF1A,SEC61B_Nterm,COX4I1,SYNE3_Cterm,TUBB,SEC61B_Nterm,KRAS_Q61H,RPN1,COX4I1,RPL31,RPL31,ASF1A,SEC61B_Nterm,COX4I1,SFXN1,MAPRE3,SEC61B_Nterm,KRAS_Q61H,RPN1,COX4I1,RPL31,RPL31,ASF1A,SEC61B_Nterm,COX4I1,SYNE3_Cterm,DHX8
,,,,,,,,,,,DDX23,TRAP1,RAB11A,CENPA,RAB11A,SEC61B_Cterm,PCM1,CS,SYNE3_Nterm,GJA1,MARCKS,DDX23,TRAP1,RAB11A,CENPA,RAB11A,SEC61B_Cterm,PCM1,CS,SYNE3_Nterm,LAMP2,EMD
,,,,,,,,,,,METTL7A,LYN,RPN2,KRAS_Q61H,DHX8,KDM1A,COX8A_target,DDX23,COIL,SYNE3_Cterm,MARCKS_target,METTL7A,LYN,RPN2,KRAS_Q61H,DHX8,KDM1A,COX8A_target,DDX23,COIL,LAMTOR1,EPB41L4A_Cterm
,,,,,,,,,,,DHX8,HSD17B11,GJA1,AIFM1,GOLGA2,OCLN,CENPA,SEC62,DHX8,LAMP2,METTL7A,DHX8,HSD17B11,GJA1,AIFM1,GOLGA2,OCLN,CENPA,SEC62,DHX8,RPN1,FBL
,,,,,,,,,,,TRAP1,RHOB,SEC61B_Cterm,LRRC59_Cterm,COX8A_target,EBAG9,MAPRE3,MAPRE3,PDIA4,RPN1,NDC80,TRAP1,RHOB,SEC61B_Cterm,LRRC59_Cterm,COX8A_target,EBAG9,MAPRE3,MAPRE3,PDIA4,RPS20,FLOT1
,,,,,,,,,,,LYN,SSR1,ATP2A1,RAB11A,EBAG9,COX8A_target,B3GAT1,EBAG9,PRPH,METTL7A,NIFK,LYN,SSR1,ATP2A1,RAB11A,EBAG9,COX8A_target,B3GAT1,EBAG9,PRPH,OCLN,GJA1
,,,,,,,,,,,OCLN,SERBP1,CENPA,LAMP2,HIST1H3A,RAB2A,SEC61B_Nterm,POLR2C,ANAPC2,RPS20,NOP56,OCLN,SERBP1,CENPA,LAMP2,HIST1H3A,RAB2A,SEC61B_Nterm,POLR2C,ANAPC2,GJD3,HIST1H2BG
,,,,,,,,,,,RHOB,DDX23,CAV1,MAPRE1,ASH2L,RAB11A,RPS24,RPS24,NPM1,OCLN,OCLN,RHOB,DDX23,CAV1,MAPRE1,ASH2L,RAB11A,RPS24,RPS24,NPM1,RPS24,HNRNPA1
,,,,,,,,,,,SYNE3_Nterm,LRRC59_Nterm,METTL7A,LYN,ZNF330_target,HIST1H3A,PDIA4,CD3EAP,CAMSAP2,APEX1,PCM1,SYNE3_Nterm,LRRC59_Nterm,METTL7A,LYN,ZNF330_target,HIST1H3A,PDIA4,CD3EAP,CAMSAP2,ARF6,HSD3B7
,,,,,,,,,,,TRIM36_Nterm,CKAP4,LAMP3,RPS24,PCM1,PCM1,LYN,NDC80,MAPRE3,SEC62,PDHA1,TRIM36_Nterm,CKAP4,LAMP3,RPS24,PCM1,PCM1,LYN,NDC80,MAPRE3,POLR2C,KIF2A
,,,,,,,,,,,LRRC59_Nterm,B3GAT1,HSD3B7,RAB2A,LRRC59_Cterm,PARD3,ACTB,PCM1,KRAS_Q61H,ELOVL5,PHB2,LRRC59_Nterm,B3GAT1,HSD3B7,RAB2A,LRRC59_Cterm,PARD3,ACTB,PCM1,KRAS_Q61H,APEX1,KRAS_Q61H
,,,,,,,,,,,AIFM1,DHX8,OCLN,FLOT1,PRPF8,LRRC59_Cterm,FBL,RAB4A,EBAG9,SEC61B_Nterm,POLR1E,AIFM1,DHX8,OCLN,FLOT1,PRPF8,LRRC59_Cterm,FBL,RAB4A,EBAG9,LYN,KRAS_target
,,,,,,,,,,,HSD17B11,VAPA,RAB5A,COX8A_target,RAB2A,GOLGA2,EBAG9,CBX3,AGPS,LAMTOR1,RAB11A,HSD17B11,VAPA,RAB5A,COX8A_target,RAB2A,GOLGA2,EBAG9,CBX3,AGPS,HNRNPA1,KRT19
,,,,,,,,,,,EMD,EMD,RPS6,PCM1,NUP50,ELOVL5,OCLN,FLOT1,DDX23,RPS24,RAB35,EMD,EMD,RPS6,PCM1,NUP50,ELOVL5,OCLN,FLOT1,DDX23,GJA1,KRT8
,,,,,,,,,,,SSR1,AIFM1,C11orf52,TRIM36_Nterm,POLR1E,CTNNB1,SEC62,SEC61B_Cterm,ACTR2,MAPRE3,RAB4A,SSR1,AIFM1,C11orf52,TRIM36_Nterm,POLR1E,CTNNB1,SEC62,SEC61B_Cterm,ACTR2,ACTB,LAMP2
,,,,,,,,,,,VAPA,HNRNPA1,RAB4A,CEP135,TUBB,ARF6,COX4I1,CENPA,ASH2L,ARF6,RPL31,VAPA,HNRNPA1,RAB4A,CEP135,TUBB,ARF6,COX4I1,CENPA,ASH2L,RAB35,LAMP3
,,,,,,,,,,,RAB11A,FLOT1,LRRC59_Cterm,PDIA4,LAMP1,METTL7A,PARP1,ACTR1A,RAB9A,HNRNPA1,RPS20,RAB11A,FLOT1,LRRC59_Cterm,PDIA4,LAMP1,METTL7A,PARP1,ACTR1A,RAB9A,SEC61B_Nterm,LAMTOR1_target_peptide
,,,,,,,,,,,MAPRE1,RPN2,NOP56,NIFK,RPN1,ZNF330_target,ZNF330_target,RAB5A,RHOB,ASF1A,RPS24,MAPRE1,RPN2,NOP56,NIFK,RPN1,ZNF330_target,ZNF330_target,RAB5A,RHOB,SEC62,LRRC59_Cterm
,,,,,,,,,,,B3GAT1,C11orf52,SSR1,ELOVL5,DERL1,ASH2L,METTL7A,ASH2L,COX8A_target,LYN,SEC61B_Cterm,B3GAT1,C11orf52,SSR1,ELOVL5,DERL1,ASH2L,METTL7A,ASH2L,COX8A_target,RAB2A,LRRC59_Nterm
,,,,,,,,,,,FBL,SYNE3_Nterm,ZFPL1,ARF6,CTNNB1,LAMP1,NDC80,SSR1,CBX3,CAV1,SEC61B_Nterm,FBL,SYNE3_Nterm,ZFPL1,ARF6,CTNNB1,LAMP1,NDC80,SSR1,CBX3,ASF1A,LYN
,,,,,,,,,,,SV40_NLS,STIM1,CALR3,SYNE3_Cterm,PARD3,LAMTOR1,ELOVL5,LYN,LAMTOR1_target_peptide,DCTN1,SERBP1,SV40_NLS,STIM1,CALR3,SYNE3_Cterm,PARD3,LAMTOR1,ELOVL5,LYN,LAMTOR1_target_peptide,METTL7A,MAPRE1
,,,,,,,,,,,COX4I1,TRIM36_Nterm,DERL1,CS,AKAP1,PRPF8,TRAP1,GJD3,RPN1,POLR1E,SFXN1,COX4I1,TRIM36_Nterm,DERL1,CS,AKAP1,PRPF8,TRAP1,GJD3,RPN1,CAV1,MAPRE3
,,,,,,,,,,,LAMP2,LNPK_Nterm,DHX8,GJD3,ELOVL5,GJD3,RPS6,PRPH,DHFRL1,ACTB,SSR1,LAMP2,LNPK_Nterm,DHX8,GJD3,ELOVL5,GJD3,RPS6,PRPH,DHFRL1,ELOVL5,METTL7A
,,,,,,,,,,,ZNF330_target,EBAG9,FBL,PARD3,ARF6,DERL1,POLR2C,ZNF330_target,ASF1A,RAB2A,STIM1,ZNF330_target,EBAG9,FBL,PARD3,ARF6,DERL1,POLR2C,ZNF330_target,ASF1A,POLR1E,MLLT4
,,,,,,,,,,,PCM1,ELOVL5,RAB2A,PEX3,MAPRE1,RPS24,ARF6,COX8A_target,PFN1,EBAG9,SV40_NLS,PCM1,ELOVL5,RAB2A,PEX3,MAPRE1,RPS24,ARF6,COX8A_target,PFN1,CALR3,NDC80
,,,,,,,,,,,CEP135,DERL1,PXMP2,METTL7A,OCLN,SSR1,GJD3,ARF6,HIST1H3A,RAB35,SYNE3_Cterm,CEP135,DERL1,PXMP2,METTL7A,OCLN,SSR1,GJD3,ARF6,HIST1H3A,VAPA,NIFK
,,,,,,,,,,,EBAG9,FBL,HSD17B11,ZFPL1,LAMTOR1,SEC61B_Nterm,NIFK,RAB2A,CLTA,STX7,SYNE3_Nterm,EBAG9,FBL,HSD17B11,ZFPL1,LAMTOR1,SEC61B_Nterm,NIFK,RAB2A,CLTA,RAB4A,NOP56
,,,,,,,,,,,LAMTOR1_target_peptide,HSD3B7,SYNE3_Nterm,LAMTOR1,AGPS,FLOT1,FLOT1,ELOVL5,CENPA,POLR2C,TERF2IP,LAMTOR1_target_peptide,HSD3B7,SYNE3_Nterm,LAMTOR1,AGPS,FLOT1,FLOT1,ELOVL5,CENPA,STX7,NUP155_Nterm
,,,,,,,,,,,ELOVL5,RAB11A,SFXN1,PRPF8,SEC61B_Nterm,RAB9A,LAMP1,LAMP1,SV40_NLS,VAPA,TRIM36_Nterm,ELOVL5,RAB11A,SFXN1,PRPF8,SEC61B_Nterm,RAB9A,LAMP1,LAMP1,SV40_NLS,FBL,NUP50
,,,,,,,,,,,CENPA,LAMTOR1_target_peptide,TRAP1,ACTB,METTL7A,AKAP1,POLR1E,ANAPC2,ARF6,HSD3B7,ZFPL1,CENPA,LAMTOR1_target_peptide,TRAP1,ACTB,METTL7A,AKAP1,POLR1E,ANAPC2,ARF6,PRPH,OCLN
,,,,,,,,,,,RPN1,SV40_NLS,STX7,ERGIC2,RPS24,CAV1,HIST1H3A,PFN1,KRT19,FBL,ZNF330_target,RPN1,SV40_NLS,STX7,ERGIC2,RPS24,CAV1,HIST1H3A,PFN1,KRT19,RAB5A,PCM1
,,,,,,,,,,,,,,,,,,,,,,RPN2,LAMP2,LAMP1,CAMSAP2,GJD3,PEX3,RAB5A,PARP1,RAB5A,RPN2,PDHA1
,,,,,,,,,,,,,,,,,,,,,,CD3EAP,MAPRE1,EMD,POLR1E,CAV1,POLR1E,RAB4A,PXMP2,RAB4A,LAMP1,PEX3
,,,,,,,,,,,,,,,,,,,,,,C11orf52,ZNF330_target,STX6,ASH2L,POLR2C,LYN,CALR3,DHFRL1,RPS24,MAPRE3,PFN1
,,,,,,,,,,,,,,,,,,,,,,FLOT1,ATP2A1,ARF6,PFN1,RAB9A,CEP135,SSR1,POLR1E,CTNNB1,DCTN1,POLR2C
,,,,,,,,,,,,,,,,,,,,,,DERL1,RPN1,NIFK,MARCKS,PEX3,RPS6,C11orf52,LAMTOR1,TJP1,PFN1,RAB11A
,,,,,,,,,,,,,,,,,,,,,,ASF1A,GJA1,CEP135,GJA1,CS,CS,RPN1,PARD3,KDM1A,COX4I1,RAB2A
,,,,,,,,,,,,,,,,,,,,,,CAMSAP2,CD3EAP,AIFM1,RAB9A,SQSTM1,NUP50,LAMP3,COX4I1,CALR3,DHFRL1,RAB35
,,,,,,,,,,,,,,,,,,,,,,CKAP4,COX4I1,RAB5C,SERBP1,ACTB,AIFM1,NOP56,FBL,AIFM1,C11orf52,RAB4A
,,,,,,,,,,,,,,,,,,,,,,STIM1,GJD3,PDIA4,LAMP1,LYN,GJA1,ZFPL1,LAMP3,LRRC59_Nterm,NOP56,RAB5A
,,,,,,,,,,,,,,,,,,,,,,RAB9A,CEP135,ELOVL5,RAB5A,SEC62,ACTB,RAB2A,ZFPL1,AKAP1,NIFK,RAB9A
,,,,,,,,,,,,,,,,,,,,,,PHB2,TMPO,RPS20,NOP56,CEP135,SQSTM1,AIFM1,AGPS,NCBP3,STX6,RHOB
,,,,,,,,,,,,,,,,,,,,,,ZFPL1,CALU,DCTN1,POLR2C,SSR1,POLR2C,NUP50,LCK,PEX3,HSD3B7,RPL31
,,,,,,,,,,,,,,,,,,,,,,ATP2A1,RAB9A,CKAP4,SEC61B_Nterm,LCK,CAMSAP2,ASH2L,RPN1,ATP2A1,RPS6,RPN1
,,,,,,,,,,,,,,,,,,,,,,HSD3B7,BCAP31,EBAG9,AARS2,NDC80,SEC62,SERBP1,PEX3,SEC62,ATP2A1,RPS20
,,,,,,,,,,,,,,,,,,,,,,GJD3,ZFPL1,REEP5,KDM1A,DHFRL1,RPN1,LAMTOR1,KDM1A,LAMP1,LAMP3,RPS24
,,,,,,,,,,,,,,,,,,,,,,CALU,CENPA,SYNE3_Cterm,NDC80,RAB5A,PDIA4,ATP2A1,STIM1,ERGIC2,TRAP1,RPS6
,,,,,,,,,,,,,,,,,,,,,,RAB4A,RAB35,APEX1,ZNF330_target,AIFM1,TRIM36_Nterm,RAB35,GJA1,TRAP1,EBAG9,SEC61B_Cterm
,,,,,,,,,,,,,,,,,,,,,,BCAP31,RAB4A,MARCKS,HIST1H3A,PXMP2,RAB5A,CAV1,AARS2,METTL7A,HIST1H3A,SEC62
,,,,,,,,,,,,,,,,,,,,,,GJA1,CAV1,TMPO,KRT19,ACTR3,AGPS,GJA1,RPS6,LAMTOR1,LRRC59_Nterm,SERBP1
,,,,,,,,,,,,,,,,,,,,,,RAB35,MARCKS,ASF1A,CALR3,NUP155_Nterm,LCK,TRIM36_Nterm,HIST1H3A,PANX1,LCK,SFXN1
,,,,,,,,,,,,,,,,,,,,,,TMPO,PHB2,MAPRE3,SSR1,PDIA4,NDC80,MAPRE1,TMPO,TUBA4A,ANAPC2,SQSTM1
,,,,,,,,,,,,,,,,,,,,,,NDC80,PCM1,RPS24,TRAP1,NCBP3,ERGIC2,PEX3,STX4,BORCS6,DHX8,STX6
,,,,,,,,,,,,,,,,,,,,,,MARCKS,REEP5,BCAP31,C11orf52,CAMSAP2,ZFPL1,DERL1,PDIA4,FBL,AIFM1,SV40_NLS
,,,,,,,,,,,,,,,,,,,,,,PARP1,PARP1,PANX1,RPN1,GJA1,NOP56,RPN2,CAV1,ELOVL5,DERL1,SYNE3_Nterm
