Chi2_30,F_classif_30,Mutual_Info_30,Lasso_30,Ridge_30,Elastic_Net_30,Random_Forest_30,Gradient_Boosting_30,XGBoost_30,Neural_Network_30,GENBAIT_30,Chi2_60,F_classif_60,Mutual_Info_60,Lasso_60,Ridge_60,Elastic_Net_60,Random_Forest_60,Gradient_Boosting_60,XGBoost_60,Neural_Network_60,GENBAIT_60,Chi2_90,F_classif_90,Mutual_Info_90,Lasso_90,Ridge_90,Elastic_Net_90,Random_Forest_90,Gradient_Boosting_90,XGBoost_90,Neural_Network_90,GENBAIT_90
HIST1H2BG,RHOB,SEC61B_Nterm,KRAS_target,KRAS_target,CBX3,HNRNPA1,LRRC59_Cterm,RAB11A,RAB11A,MAPRE1,HIST1H2BG,RHOB,SEC61B_Nterm,KRAS_target,KRAS_target,CBX3,HNRNPA1,LRRC59_Cterm,RAB11A,ZNF330_target,COIL,HIST1H2BG,RHOB,SEC61B_Nterm,KRAS_target,KRAS_target,CBX3,HNRNPA1,LRRC59_Cterm,RAB11A,RAB11A,CCDC14
PDIA4,SYNE3_Cterm,LYN,HIST1H2BG,HIST1H2BG,AKAP1,KRAS_Q61H,RAB11A,SEC61B_Cterm,CBX3,MARCKS,PDIA4,SYNE3_Cterm,LYN,HIST1H2BG,HIST1H2BG,AKAP1,KRAS_Q61H,RAB11A,SEC61B_Cterm,PARP1,CS,PDIA4,SYNE3_Cterm,LYN,HIST1H2BG,HIST1H2BG,AKAP1,KRAS_Q61H,RAB11A,SEC61B_Cterm,SV40_NLS,CD3EAP
COIL,RPS20,RAB35,OCLN,HNRNPA1,HIST1H2BG,RPS20,SFXN1,LAMP2,CENPA,METTL7A,COIL,RPS20,RAB35,OCLN,HNRNPA1,HIST1H2BG,RPS20,SFXN1,LAMP2,CBX3,CYP2C1_sigseq,COIL,RPS20,RAB35,OCLN,HNRNPA1,HIST1H2BG,RPS20,SFXN1,LAMP2,CENPA,CENPA
SYNE3_Cterm,HIST1H2BG,LAMP2,CD3EAP,LAMTOR1,PCM1,CBX3,HNRNPA1,PCM1,PARP1,NIFK,SYNE3_Cterm,HIST1H2BG,LAMP2,CD3EAP,LAMTOR1,PCM1,CBX3,HNRNPA1,PCM1,RAB11A,DCTN1,SYNE3_Cterm,HIST1H2BG,LAMP2,CD3EAP,LAMTOR1,PCM1,CBX3,HNRNPA1,PCM1,PDHA1,COIL
TERF2IP,TERF2IP,ZNF330_target,MAPRE3,AKAP1,KRAS_target,CS,LAMP2,DHX8,SV40_NLS,NUP50,TERF2IP,TERF2IP,ZNF330_target,MAPRE3,AKAP1,KRAS_target,CS,LAMP2,DHX8,CD3EAP,DDX23,TERF2IP,TERF2IP,ZNF330_target,MAPRE3,AKAP1,KRAS_target,CS,LAMP2,DHX8,CD3EAP,COX4I1
RHOB,COIL,SEC62,DCTN1,DDX23,OCLN,SFXN1,PCM1,EBAG9,CD3EAP,OCLN,RHOB,COIL,SEC62,DCTN1,DDX23,OCLN,SFXN1,PCM1,EBAG9,CENPA,DHX8,RHOB,COIL,SEC62,DCTN1,DDX23,OCLN,SFXN1,PCM1,EBAG9,LAMTOR1_target_peptide,COX8A_target
RPS24,RPS24,LAMTOR1_target_peptide,AKAP1,FBL,MAPRE3,DHX8,RPS24,DCTN1,PDHA1,PARP1,RPS24,RPS24,LAMTOR1_target_peptide,AKAP1,FBL,MAPRE3,DHX8,RPS24,DCTN1,PDHA1,FBL,RPS24,RPS24,LAMTOR1_target_peptide,AKAP1,FBL,MAPRE3,DHX8,RPS24,DCTN1,CBX3,CS
HNRNPA1,OCLN,OCLN,RPS20,PARP1,LAMTOR1,LAMP2,RPS20,SYNE3_Nterm,LAMTOR1_target_peptide,PCM1,HNRNPA1,OCLN,OCLN,RPS20,PARP1,LAMTOR1,LAMP2,RPS20,SYNE3_Nterm,LAMTOR1_target_peptide,FLOT1,HNRNPA1,OCLN,OCLN,RPS20,PARP1,LAMTOR1,LAMP2,RPS20,SYNE3_Nterm,PARP1,CTNNB1
AKAP1_target,SEC61B_Nterm,AARS2,MAPRE1,ACTB,HNRNPA1,DDX23,KRAS_Q61H,SQSTM1,FBL,PDIA4,AKAP1_target,SEC61B_Nterm,AARS2,MAPRE1,ACTB,HNRNPA1,DDX23,KRAS_Q61H,SQSTM1,APEX1,GJA1,AKAP1_target,SEC61B_Nterm,AARS2,MAPRE1,ACTB,HNRNPA1,DDX23,KRAS_Q61H,SQSTM1,RPL31,CYP2C1_sigseq
CALR3,CALR3,CBX3,SV40_NLS,SFXN1,KRAS_Q61H,LAMTOR1_target_peptide,DCTN1,RPL31,ZYX,RAB4A,CALR3,CALR3,CBX3,SV40_NLS,SFXN1,KRAS_Q61H,LAMTOR1_target_peptide,DCTN1,RPL31,SEC61B_Nterm,HIST1H2BG,CALR3,CALR3,CBX3,SV40_NLS,SFXN1,KRAS_Q61H,LAMTOR1_target_peptide,DCTN1,RPL31,DDX23,DCTN1
COX8A_target,KRAS_Q61H,CD3EAP,HNRNPA1,LAMTOR1_target_peptide,PARP1,PCM1,SEC61B_Nterm,CYP2C1_sigseq,SEC61B_Nterm,RDX,COX8A_target,KRAS_Q61H,CD3EAP,HNRNPA1,LAMTOR1_target_peptide,PARP1,PCM1,SEC61B_Nterm,CYP2C1_sigseq,SEC62,HSD17B11,COX8A_target,KRAS_Q61H,CD3EAP,HNRNPA1,LAMTOR1_target_peptide,PARP1,PCM1,SEC61B_Nterm,CYP2C1_sigseq,MAPRE3,DDX23
KRAS_Q61H,SEC62,GJD3,B3GAT1,PDHA1,LAMTOR1_target_peptide,AARS2,CBX3,AKAP1_target,RPL31,RPS20,KRAS_Q61H,SEC62,GJD3,B3GAT1,PDHA1,LAMTOR1_target_peptide,AARS2,CBX3,AKAP1_target,ASF1A,HSD3B7,KRAS_Q61H,SEC62,GJD3,B3GAT1,PDHA1,LAMTOR1_target_peptide,AARS2,CBX3,AKAP1_target,HNRNPA1,DHFRL1
SEC62,COX8A_target,RAB9A,ZNF330_target,DHX8,PDHA1,SV40_NLS,LAMTOR1_target_peptide,HIST1H2BG,ACTB,SEC62,SEC62,COX8A_target,RAB9A,ZNF330_target,DHX8,PDHA1,SV40_NLS,LAMTOR1_target_peptide,HIST1H2BG,LAMP1,KRAS_Q61H,SEC62,COX8A_target,RAB9A,ZNF330_target,DHX8,PDHA1,SV40_NLS,LAMTOR1_target_peptide,HIST1H2BG,APEX1,DHX40
SFXN1,METTL7A,STX7,CBX3,SV40_NLS,FBL,RPL31,MAPRE3,PDIA4,SEC62,SFXN1,SFXN1,METTL7A,STX7,CBX3,SV40_NLS,FBL,RPL31,MAPRE3,PDIA4,HNRNPA1,LAMP2,SFXN1,METTL7A,STX7,CBX3,SV40_NLS,FBL,RPL31,MAPRE3,PDIA4,COX8A_target,DHX8
NIFK,HSD17B11,RAB4A,CENPA,RPS20,SV40_NLS,LRRC59_Cterm,SV40_NLS,AGPS,APEX1,STX4,NIFK,HSD17B11,RAB4A,CENPA,RPS20,SV40_NLS,LRRC59_Cterm,SV40_NLS,AGPS,ZYX,LAMTOR1_target_peptide,NIFK,HSD17B11,RAB4A,CENPA,RPS20,SV40_NLS,LRRC59_Cterm,SV40_NLS,AGPS,ACTB,EMD
DHX8,NIFK,ZFPL1,LAMTOR1_target_peptide,POLR2C,POLR2C,DCTN1,ACTB,CS,MAPRE3,STX7,DHX8,NIFK,ZFPL1,LAMTOR1_target_peptide,POLR2C,POLR2C,DCTN1,ACTB,CS,COX8A_target,LRRC59_Cterm,DHX8,NIFK,ZFPL1,LAMTOR1_target_peptide,POLR2C,POLR2C,DCTN1,ACTB,CS,GJD3,FBL
OCLN,LYN,AKAP1_target,PDHA1,COX4I1,DCTN1,ACTB,RHOB,CAMSAP2,CS,SV40_NLS,OCLN,LYN,AKAP1_target,PDHA1,COX4I1,DCTN1,ACTB,RHOB,CAMSAP2,LYN,MAPRE1,OCLN,LYN,AKAP1_target,PDHA1,COX4I1,DCTN1,ACTB,RHOB,CAMSAP2,LYN,GJA1
SEC61B_Nterm,AKAP1_target,COX8A_target,GJD3,PCM1,RAB5A,SEC61B_Cterm,SEC62,TERF2IP,AARS2,SYNE3_Nterm,SEC61B_Nterm,AKAP1_target,COX8A_target,GJD3,PCM1,RAB5A,SEC61B_Cterm,SEC62,TERF2IP,MAPRE3,MAPRE3,SEC61B_Nterm,AKAP1_target,COX8A_target,GJD3,PCM1,RAB5A,SEC61B_Cterm,SEC62,TERF2IP,AARS2,HIST1H2BG
LYN,TRAP1,TRAP1,SYNE3_Cterm,DHFRL1,CENPA,RPS24,DDX23,AARS2,METTL7A,TRIM36_Nterm,LYN,TRAP1,TRAP1,SYNE3_Cterm,DHFRL1,CENPA,RPS24,DDX23,AARS2,ARF6,MLLT4,LYN,TRAP1,TRAP1,SYNE3_Cterm,DHFRL1,CENPA,RPS24,DDX23,AARS2,FBL,HIST1H3A
METTL7A,LAMP2,PARP1,CS,CENPA,RPS20,SEC61B_Nterm,CS,COIL,ASF1A,VIM,METTL7A,LAMP2,PARP1,CS,CENPA,RPS20,SEC61B_Nterm,CS,COIL,CS,NDC80,METTL7A,LAMP2,PARP1,CS,CENPA,RPS20,SEC61B_Nterm,CS,COIL,LAMP1,HNRNPA1
,,,,,,,,,,,TRAP1,NOP56,RPN1,SEC61B_Cterm,RAB5A,AP2B1,ZNF330_target,GJD3,POLR2C,ACTB,NIFK,TRAP1,NOP56,RPN1,SEC61B_Cterm,RAB5A,AP2B1,ZNF330_target,GJD3,POLR2C,CS,KRAS_Q61H
,,,,,,,,,,,DDX23,C11orf52,SV40_NLS,EBAG9,AP2B1,COX4I1,COX8A_target,NDC80,B3GAT1,FBL,NOP56,DDX23,C11orf52,SV40_NLS,EBAG9,AP2B1,COX4I1,COX8A_target,NDC80,B3GAT1,ASF1A,KRAS_target
,,,,,,,,,,,RPS6,RPS6,C11orf52,LRRC59_Cterm,GOLGA2,ACTB,CD3EAP,EBAG9,MAPRE3,RPL31,OCLN,RPS6,RPS6,C11orf52,LRRC59_Cterm,GOLGA2,ACTB,CD3EAP,EBAG9,MAPRE3,LAMP2,KRT19
,,,,,,,,,,,LAMP2,SSR1,DDX23,NDC80,TUBB,SFXN1,LYN,LAMP1,SEC62,GJD3,PCM1,LAMP2,SSR1,DDX23,NDC80,TUBB,SFXN1,LYN,LAMP1,SEC62,DCTN1,LAMP2
,,,,,,,,,,,NOP56,CKAP4,GJA1,KRAS_Q61H,EBAG9,ZNF330_target,MAPRE3,POLR2C,ASH2L,METTL7A,PDHA1,NOP56,CKAP4,GJA1,KRAS_Q61H,EBAG9,ZNF330_target,MAPRE3,POLR2C,ASH2L,RAB9A,LAMP3
,,,,,,,,,,,CBX3,LAMTOR1_target_peptide,RPN2,RPS24,ZNF330_target,B3GAT1,OCLN,LAMTOR1,ACTB,DDX23,PDIA4,CBX3,LAMTOR1_target_peptide,RPN2,RPS24,ZNF330_target,B3GAT1,OCLN,LAMTOR1,ACTB,ZYX,LAMTOR1_target_peptide
,,,,,,,,,,,HSD17B11,DDX23,RPL31,CAV1,OCLN,CAV1,EBAG9,ASF1A,RAB3B_Nterm,RAB35,PEX3,HSD17B11,DDX23,RPL31,CAV1,OCLN,CAV1,EBAG9,ASF1A,RAB3B_Nterm,RAB35,LCK
,,,,,,,,,,,SYNE3_Nterm,HNRNPA1,METTL7A,LAMP2,SEC61B_Cterm,RPS24,LAMTOR1,SQSTM1,PRPF8,RPN1,PRPH,SYNE3_Nterm,HNRNPA1,METTL7A,LAMP2,SEC61B_Cterm,RPS24,LAMTOR1,SQSTM1,PRPF8,B3GAT1,LNPK_Nterm
,,,,,,,,,,,SERBP1,DHX8,LRRC59_Cterm,RPS6,KDM1A,EBAG9,CENPA,NIFK,COX8A_target,RPS20,RAB11A,SERBP1,DHX8,LRRC59_Cterm,RPS6,KDM1A,EBAG9,CENPA,NIFK,COX8A_target,ARF6,LRRC59_Cterm
,,,,,,,,,,,LAMTOR1_target_peptide,VAPA,LAMP3,COX4I1,RPS24,SEC61B_Cterm,B3GAT1,B3GAT1,DDX23,DCTN1,RAB2A,LAMTOR1_target_peptide,VAPA,LAMP3,COX4I1,RPS24,SEC61B_Cterm,B3GAT1,B3GAT1,DDX23,CAV1,LYN
,,,,,,,,,,,PCM1,LRRC59_Nterm,ARF6,LAMTOR1,B3GAT1,LAMP1,ASF1A,CENPA,Pxn,AARS2,RAB4A,PCM1,LRRC59_Nterm,ARF6,LAMTOR1,B3GAT1,LAMP1,ASF1A,CENPA,Pxn,EBAG9,MAPRE1
,,,,,,,,,,,DCTN1,RPN2,RAB5C,ASF1A,MAPRE3,ASF1A,NDC80,RPL31,CEP135,RAB9A,RAB5C,DCTN1,RPN2,RAB5C,ASF1A,MAPRE3,ASF1A,NDC80,RPL31,CEP135,SEC61B_Nterm,MAPRE3
,,,,,,,,,,,VAPA,DERL1,HSD3B7,PARP1,LCK,LAMP2,PARP1,PRPF8,AIFM1,CAV1,RHOB,VAPA,DERL1,HSD3B7,PARP1,LCK,LAMP2,PARP1,PRPF8,AIFM1,RPN1,METTL7A
,,,,,,,,,,,LRRC59_Nterm,LNPK_Nterm,CAV1,SFXN1,DCTN1,GJD3,PDIA4,AKAP1,NDC80,B3GAT1,RPL31,LRRC59_Nterm,LNPK_Nterm,CAV1,SFXN1,DCTN1,GJD3,PDIA4,AKAP1,NDC80,ELOVL5,MLLT4
,,,,,,,,,,,RPN1,RPN1,SYNE3_Nterm,LAMP3,ASF1A,LRRC59_Cterm,TRAP1,PFN1,PRPH,NUP155_Nterm,RPS20,RPN1,RPN1,SYNE3_Nterm,LAMP3,ASF1A,LRRC59_Cterm,TRAP1,PFN1,PRPH,METTL7A,NDC80
,,,,,,,,,,,C11orf52,CBX3,LAMP1,LAMP1,PFN1,GOLGA2,RAB9A,RAB9A,NCBP3,LAMP2,RPS6,C11orf52,CBX3,LAMP1,LAMP1,PFN1,GOLGA2,RAB9A,RAB9A,NCBP3,SEC62,NIFK
,,,,,,,,,,,SSR1,SFXN1,RPS24,RPL31,LAMP1,DHFRL1,POLR2C,FBL,LAMP1,C11orf52,SEC61B_Cterm,SSR1,SFXN1,RPS24,RPL31,LAMP1,DHFRL1,POLR2C,FBL,LAMP1,DHX8,NOP56
,,,,,,,,,,,ZNF330_target,B3GAT1,RAB2A,NIFK,PRPF8,PRPF8,LAMP1,SEC61B_Cterm,RAB9A,EMD,SEC61B_Nterm,ZNF330_target,B3GAT1,RAB2A,NIFK,PRPF8,PRPF8,LAMP1,SEC61B_Cterm,RAB9A,NUP155_Nterm,NUP155_Nterm
,,,,,,,,,,,EMD,GJA1,SYNE3_Cterm,ARF6,LAMP2,TUBB,SEC62,PRPH,NPM1,OCLN,SERBP1,EMD,GJA1,SYNE3_Cterm,ARF6,LAMP2,TUBB,SEC62,PRPH,NPM1,RPS20,OCLN
,,,,,,,,,,,EBAG9,EBAG9,SSR1,FBL,COX8A_target,RPL31,HIST1H3A,ELOVL5,TUBA4A,STX7,SFXN1,EBAG9,EBAG9,SSR1,FBL,COX8A_target,RPL31,HIST1H3A,ELOVL5,TUBA4A,PCM1,PARD3
,,,,,,,,,,,B3GAT1,SYNE3_Nterm,B3GAT1,ACTB,RPL31,LCK,SQSTM1,ARF6,RHOB,ATP2A1,SSR1,B3GAT1,SYNE3_Nterm,B3GAT1,ACTB,RPL31,LCK,SQSTM1,ARF6,RHOB,RAB5A,PARP1
,,,,,,,,,,,DERL1,FLOT1,HSD17B11,MARCKS,CAV1,KDM1A,AIFM1,LAMP3,LAMTOR1_target_peptide,PCM1,STX6,DERL1,FLOT1,HSD17B11,MARCKS,CAV1,KDM1A,AIFM1,LAMP3,LAMTOR1_target_peptide,C11orf52,PCM1
,,,,,,,,,,,SV40_NLS,ATP2A1,BCAP31,ELOVL5,ASH2L,CS,FBL,CD3EAP,HSD17B11,PFN1,SV40_NLS,SV40_NLS,ATP2A1,BCAP31,ELOVL5,ASH2L,CS,FBL,CD3EAP,HSD17B11,RAB4A,PDHA1
,,,,,,,,,,,MAPRE3,EMD,CENPA,POLR2C,RAB9A,NUP155_Nterm,RPS6,COX8A_target,KDM1A,RAB4A,SYNE3_Cterm,MAPRE3,EMD,CENPA,POLR2C,RAB9A,NUP155_Nterm,RPS6,COX8A_target,KDM1A,STX7,PDIA4
,,,,,,,,,,,RPN2,CALU,SEC61B_Cterm,RAB5A,LRRC59_Cterm,MAPRE1,LCK,HIST1H3A,ELOVL5,ELOVL5,SYNE3_Nterm,RPN2,CALU,SEC61B_Cterm,RAB5A,LRRC59_Cterm,MAPRE1,LCK,HIST1H3A,ELOVL5,MAPRE1,PHB2
,,,,,,,,,,,CENPA,STIM1,PDIA4,RAB9A,CLTA,ATP2A1,RPN1,ASH2L,LYN,EBAG9,TERF2IP,CENPA,STIM1,PDIA4,RAB9A,CLTA,ATP2A1,RPN1,ASH2L,LYN,NDC80,POLR1E
,,,,,,,,,,,ELOVL5,SERBP1,LAMTOR1,AP2B1,NUP50,ELOVL5,ARF6,ZYX,RPN1,GJA1,TMPO,ELOVL5,SERBP1,LAMTOR1,AP2B1,NUP50,ELOVL5,ARF6,ZYX,RPN1,RPS24,POLR2C
,,,,,,,,,,,CKAP4,RAB35,ELOVL5,LYN,ANAPC2,COX8A_target,AKAP1,ZNF330_target,VIM,HSD17B11,TRIM36_Nterm,CKAP4,RAB35,ELOVL5,LYN,ANAPC2,COX8A_target,AKAP1,ZNF330_target,VIM,RAB2A,PXMP2
,,,,,,,,,,,ATP2A1,HSD3B7,RPS6,PRPF8,ATP2A1,NDC80,C11orf52,RPS6,C11orf52,RAB5A,ZFPL1,ATP2A1,HSD3B7,RPS6,PRPF8,ATP2A1,NDC80,C11orf52,RPS6,C11orf52,GJA1,RAB11A
,,,,,,,,,,,RAB9A,RAB9A,APEX1,HIST1H3A,POLR1E,PFN1,CALR3,HSD17B11,CBX3,NUP50,ZNF330_target,RAB9A,RAB9A,APEX1,HIST1H3A,POLR1E,PFN1,CALR3,HSD17B11,CBX3,OCLN,RAB2A
,,,,,,,,,,,,,,,,,,,,,,MARCKS,ELOVL5,DERL1,COX8A_target,RPN1,ASH2L,METTL7A,MARCKS,KRAS_Q61H,LAMTOR1,RAB35
,,,,,,,,,,,,,,,,,,,,,,RAB35,ZNF330_target,ATP2A1,TRIM36_Nterm,ELOVL5,LYN,ELOVL5,RPN1,ZYX,RPS6,RAB4A
,,,,,,,,,,,,,,,,,,,,,,CALU,BCAP31,LRRC59_Nterm,GJA1,AGPS,TRIM36_Nterm,LAMP3,LCK,SV40_NLS,PFN1,RAB5A
,,,,,,,,,,,,,,,,,,,,,,ZFPL1,ZFPL1,NOP56,GOLGA2,IMPDH2,RPN1,CEP135,C11orf52,DCTN2,DHX40,RAB5C
,,,,,,,,,,,,,,,,,,,,,,GJA1,SV40_NLS,PCM1,ATP2A1,EIF6,AGPS,RAB35,AARS2,KRT19,MARCKS,RAB9A
,,,,,,,,,,,,,,,,,,,,,,FLOT1,DCTN1,EMD,PDIA4,ARF6,ARF6,GJD3,TUBB,TJP2,LAMP3,REEP5
,,,,,,,,,,,,,,,,,,,,,,CD3EAP,GJD3,PXMP2,AARS2,ZYX,RAB9A,PRPF8,ANAPC2,CENPA,ZFPL1,RHOB
,,,,,,,,,,,,,,,,,,,,,,HIST1H3A,MARCKS,MARCKS_target,PRPH,AIFM1,LAMP3,RAB5A,Pxn,GJD3,RAB5C,RPL31
,,,,,,,,,,,,,,,,,,,,,,HSD3B7,CAV1,REEP5,SERBP1,ACTR1A,SEC61B_Nterm,PFN1,RAB3B_Nterm,SYNE3_Cterm,LRRC59_Cterm,RPN1
,,,,,,,,,,,,,,,,,,,,,,NDC80,PCM1,DHX8,SQSTM1,NUP155_Nterm,ACTR3,SERBP1,STX7,AKAP1,HSD17B11,RPN2
,,,,,,,,,,,,,,,,,,,,,,BCAP31,CENPA,CXADR,ASH2L,ACTR3,MARCKS,CAV1,TUBA4A,TUBB,ATP2A1,RPS20
,,,,,,,,,,,,,,,,,,,,,,STIM1,TMPO,FLOT1,NCBP3,CS,HIST1H3A,ZFPL1,DHFRL1,HIST1H3A,CTNNB1,RPS24
,,,,,,,,,,,,,,,,,,,,,,AIFM1,ARF6,CKAP4,LCK,HIST1H3A,ZYX,NIFK,RAB5A,NUP155_Cterm,POLR2C,RPS6
,,,,,,,,,,,,,,,,,,,,,,ASF1A,LAMP3,STX4,KDM1A,LYN,SQSTM1,GJA1,POLR1E,ASF1A,DERL1,SEC61B_Cterm
,,,,,,,,,,,,,,,,,,,,,,FBL,CD3EAP,NIFK,ERGIC2,SQSTM1,ANAPC2,ANAPC2,GOLGA2,ARF6,STX6,SEC61B_Nterm
,,,,,,,,,,,,,,,,,,,,,,ARF6,MAPRE3,HIST1H3A,NOP56,CEP135,CEP135,RAB4A,AGPS,CTNNB1,HSD3B7,SERBP1
,,,,,,,,,,,,,,,,,,,,,,REEP5,RAB4A,LNPK_Nterm,RAB35,NPM1,PDIA4,HSD17B11,VIM,CLTA,NUP50,SFXN1
,,,,,,,,,,,,,,,,,,,,,,RAB4A,REEP5,EBAG9,KRT19,DERL1,NCBP3,SYNE3_Cterm,COX4I1,CKAP4,EMD,STIM1
,,,,,,,,,,,,,,,,,,,,,,LAMP3,STX7,MAPRE3,C11orf52,LMAN1,SYNE3_Cterm,COX4I1,LYN,VCL,HIST1H3A,STX7
,,,,,,,,,,,,,,,,,,,,,,PARP1,LAMP1,MARCKS,NPM1,ACBD5,POLR1E,PRPH,CEP135,LAMP3,TRAP1,SV40_NLS
,,,,,,,,,,,,,,,,,,,,,,CAV1,HIST1H3A,RAB5A,AIFM1,PDIA4,PRPH,NOP56,KRT19,RAB35,GOLGA2,SYNE3_Cterm
,,,,,,,,,,,,,,,,,,,,,,TRIM36_Nterm,PARP1,POLR1E,DHX40,SEC61B_Nterm,NPM1,POLR1E,AIFM1,ACBD5,SEC61B_Cterm,SYNE3_Nterm
,,,,,,,,,,,,,,,,,,,,,,LAMTOR1,AIFM1,PARD3,SEC61B_Nterm,NDC80,CLTA,DERL1,NPM1,NUP155_Nterm,AKAP1,TERF2IP
,,,,,,,,,,,,,,,,,,,,,,GJD3,LAMTOR1,RPS20,TUBA4A,SEC62,EIF6,NUP50,CAMSAP2,ANAPC2,TRIM36_Nterm,TMPO
,,,,,,,,,,,,,,,,,,,,,,LNPK_Nterm,FBL,SFXN1,CAMSAP2,VASP,AIFM1,TUBB,DCTN2,NOP56,CEP135,TRAP1
