Method,Bait_Length,Component,NMF_Correlation
GENBAIT,30,20,0.9945291396008361
Chi2,60,1,0.8068672630189847
Chi2,60,2,0.9908794669375754
Chi2,60,3,0.9938812326208425
Chi2,60,4,0.999992379689139
Chi2,60,5,0.9996723887306231
Chi2,60,6,0.9463453416560368
Chi2,60,7,0.9965880431606284
Chi2,60,8,0.9081323234357634
Chi2,60,9,-0.06107025218701634
Chi2,60,10,0.9861171565807225
Chi2,60,11,0.9863289751817195
Chi2,60,12,0.9937035625187162
Chi2,60,13,0.9947612943989301
Chi2,60,14,0.9583532613927949
Chi2,60,15,0.9545337734048122
Chi2,60,16,0.9776885066779276
Chi2,60,17,0.9942989474206246
Chi2,60,18,0.8575966503466473
Chi2,60,19,0.0966692896959195
Chi2,60,20,0.9954496081396078
F_classif,60,1,0.8661492972407996
F_classif,60,2,0.9825344320818
F_classif,60,3,0.9547950043812472
F_classif,60,4,0.9998774357845478
F_classif,60,5,0.9996706569550107
F_classif,60,6,0.8395998490967806
F_classif,60,7,0.9926681496767885
F_classif,60,8,-0.009499442147993588
F_classif,60,9,-0.050400596684182224
F_classif,60,10,0.9862494173194184
F_classif,60,11,0.9698282386322389
F_classif,60,12,0.9937060301889452
F_classif,60,13,0.9978285114783969
F_classif,60,14,0.9590743035935428
F_classif,60,15,0.954248052688119
F_classif,60,16,0.9784653380701376
F_classif,60,17,0.9802055366436089
F_classif,60,18,0.9008223784649492
F_classif,60,19,0.09667599070073868
F_classif,60,20,0.9954830898685804
Mutual_Info,60,1,0.9246361464054873
Mutual_Info,60,2,0.9793049427535325
Mutual_Info,60,3,0.9815040673079884
Mutual_Info,60,4,0.9998775143875861
Mutual_Info,60,5,0.9819893419038908
Mutual_Info,60,6,0.9752858904929116
Mutual_Info,60,7,0.8147799335312882
Mutual_Info,60,8,0.9495802874207497
Mutual_Info,60,9,-0.04948515765782914
Mutual_Info,60,10,0.9868565266696603
Mutual_Info,60,11,0.958762919491015
Mutual_Info,60,12,0.9936617838793457
Mutual_Info,60,13,0.9976439012817226
Mutual_Info,60,14,0.9910655874820099
Mutual_Info,60,15,0.8375765161699761
Mutual_Info,60,16,0.9341369487204596
Mutual_Info,60,17,0.932365830450304
Mutual_Info,60,18,0.9535054650667228
Mutual_Info,60,19,-0.04826707484931416
Mutual_Info,60,20,0.9963893726136694
Lasso,60,1,0.9209062303766
Lasso,60,2,0.7344119091477328
Lasso,60,3,0.9839168212849084
Lasso,60,4,0.98343011457858
Lasso,60,5,0.9933500851672452
Lasso,60,6,0.9518262990092251
Lasso,60,7,0.9515496533150449
Lasso,60,8,0.7535264373123313
Lasso,60,9,-0.04952784558944441
Lasso,60,10,0.9983325961384796
Lasso,60,11,0.978471208950855
Lasso,60,12,0.9988532810530613
Lasso,60,13,0.9875249653566525
Lasso,60,14,0.9605242171271209
Lasso,60,15,0.9604376197254204
Lasso,60,16,0.9788282506097975
Lasso,60,17,0.9943395467228154
Lasso,60,18,0.9417520956269468
Lasso,60,19,0.0952658375322114
Lasso,60,20,0.9966868806378136
Ridge,60,1,0.9434674597309365
Ridge,60,2,0.6592679115822344
Ridge,60,3,0.9963563712723116
Ridge,60,4,0.9834257676689852
Ridge,60,5,0.9685657419351629
Ridge,60,6,0.9522254380730999
Ridge,60,7,0.9184119466463738
Ridge,60,8,0.9575981369561761
Ridge,60,9,0.9136843856456883
Ridge,60,10,0.998628944024981
Ridge,60,11,0.9808255115242787
Ridge,60,12,0.9955814112227614
Ridge,60,13,0.9877106100183908
Ridge,60,14,0.9608295428593898
Ridge,60,15,0.9527015979049276
Ridge,60,16,-0.03802628885557102
Ridge,60,17,0.9523687594557622
Ridge,60,18,0.4886183020666023
Ridge,60,19,0.9485287118475603
Ridge,60,20,0.9977637784446751
Elastic_Net,60,1,0.922504457769291
Elastic_Net,60,2,0.7323135216439968
Elastic_Net,60,3,0.9967189836423617
Elastic_Net,60,4,0.9834223188657454
Elastic_Net,60,5,0.9685849587484614
Elastic_Net,60,6,0.9520879571567629
Elastic_Net,60,7,0.9233026117879143
Elastic_Net,60,8,0.966412925193291
Elastic_Net,60,9,0.9609726866046308
Elastic_Net,60,10,0.998670953241001
Elastic_Net,60,11,0.9821473295758179
Elastic_Net,60,12,0.9955839247339867
Elastic_Net,60,13,0.9876391280654705
Elastic_Net,60,14,0.960790627541199
Elastic_Net,60,15,0.9528034671255852
Elastic_Net,60,16,0.9822450705769911
Elastic_Net,60,17,0.9523683761462866
Elastic_Net,60,18,0.6263765718628151
Elastic_Net,60,19,0.10758927736147962
Elastic_Net,60,20,0.997688425746277
Random_Forest,60,1,0.8982090112504161
Random_Forest,60,2,0.9450578210511981
Random_Forest,60,3,0.9989041512162
Random_Forest,60,4,0.9999916252311333
Random_Forest,60,5,0.9912771285160973
Random_Forest,60,6,0.9636198413672422
Random_Forest,60,7,0.9820613535491406
Random_Forest,60,8,0.7308061643289757
Random_Forest,60,9,-0.030575723187476013
Random_Forest,60,10,0.997381529666345
Random_Forest,60,11,0.9955980130596925
Random_Forest,60,12,0.9936387726702525
Random_Forest,60,13,0.9876123041349938
Random_Forest,60,14,0.980200623088818
Random_Forest,60,15,0.9534900093962172
Random_Forest,60,16,0.0014449043821757237
Random_Forest,60,17,0.9522111008236271
Random_Forest,60,18,0.8894702890926863
Random_Forest,60,19,0.9254227296217078
Random_Forest,60,20,0.9961957482460304
Gradient_Boosting,60,1,0.7984513966606771
Gradient_Boosting,60,2,0.8062787351207397
Gradient_Boosting,60,3,0.9932287217798517
Gradient_Boosting,60,4,0.9855577902775429
Gradient_Boosting,60,5,0.9683684481173065
Gradient_Boosting,60,6,0.9715831736242275
Gradient_Boosting,60,7,0.9790180764594589
Gradient_Boosting,60,8,0.9602252193769658
Gradient_Boosting,60,9,0.9567247862590509
Gradient_Boosting,60,10,0.9972240438087238
Gradient_Boosting,60,11,0.9835186284639102
Gradient_Boosting,60,12,0.9916575686155791
Gradient_Boosting,60,13,0.02181138997201168
Gradient_Boosting,60,14,0.9851829479071844
Gradient_Boosting,60,15,0.9539355756046641
Gradient_Boosting,60,16,-0.03809988714660018
Gradient_Boosting,60,17,0.9119282048095851
Gradient_Boosting,60,18,0.8518433402768852
Gradient_Boosting,60,19,0.9492999978597496
Gradient_Boosting,60,20,0.9952185327449999
XGBoost,60,1,0.8627630432862307
XGBoost,60,2,0.9683510486132795
XGBoost,60,3,0.9545863886250086
XGBoost,60,4,0.9975110404050538
XGBoost,60,5,0.9847563680584835
XGBoost,60,6,0.958238129154896
XGBoost,60,7,0.9333989761229694
XGBoost,60,8,0.9664737667321256
XGBoost,60,9,0.9812426271204967
XGBoost,60,10,0.9512726241087957
XGBoost,60,11,0.9350280940472459
XGBoost,60,12,0.9937933466726426
XGBoost,60,13,0.9945054294791646
XGBoost,60,14,0.9610810591803224
XGBoost,60,15,0.9506071710019691
XGBoost,60,16,0.895664188446452
XGBoost,60,17,0.9523388127306801
XGBoost,60,18,0.4685882205448512
XGBoost,60,19,0.12916841444889934
XGBoost,60,20,0.9953352496169798
Neural_Network,60,1,0.9212974775146984
Neural_Network,60,2,0.963565532244427
Neural_Network,60,3,0.9940386747228949
Neural_Network,60,4,0.999878150515619
Neural_Network,60,5,0.9688352921362224
Neural_Network,60,6,0.981015302884744
Neural_Network,60,7,0.9459476596199123
Neural_Network,60,8,0.9490942221587346
Neural_Network,60,9,-0.049309317214033914
Neural_Network,60,10,0.9863502274572956
Neural_Network,60,11,0.990102618686603
Neural_Network,60,12,0.9936447232094654
Neural_Network,60,13,0.9971593352822754
Neural_Network,60,14,0.9898036912487366
Neural_Network,60,15,0.8424505455815438
Neural_Network,60,16,0.7469748097160839
Neural_Network,60,17,0.9323961119086902
Neural_Network,60,18,0.9510644927245017
Neural_Network,60,19,-0.048530624313266144
Neural_Network,60,20,0.9957174471032396
GENBAIT,60,1,0.943413336407812
GENBAIT,60,2,0.9654740314032385
GENBAIT,60,3,0.9812004886287349
GENBAIT,60,4,0.9715832776715226
GENBAIT,60,5,0.9687461658925137
GENBAIT,60,6,0.9844214482280903
GENBAIT,60,7,0.9806164039381262
GENBAIT,60,8,0.9643580138627934
GENBAIT,60,9,0.9544518450212148
GENBAIT,60,10,0.9863254411850875
GENBAIT,60,11,0.9926613600628075
GENBAIT,60,12,0.9937355035814642
GENBAIT,60,13,0.9901048381945587
GENBAIT,60,14,0.9827636953570942
GENBAIT,60,15,0.9643550893075867
GENBAIT,60,16,0.9866494309007887
GENBAIT,60,17,0.9873097524105332
GENBAIT,60,18,0.966733992506216
GENBAIT,60,19,0.9895475177786383
GENBAIT,60,20,0.995479069960989
Chi2,90,1,0.9943785233174837
Chi2,90,2,0.9866993224471937
Chi2,90,3,0.9991578328942804
Chi2,90,4,0.999993510444577
Chi2,90,5,0.9999648334113674
Chi2,90,6,0.9588475862009126
Chi2,90,7,0.9987819595206816
Chi2,90,8,0.742393930468146
Chi2,90,9,-0.04961215901345843
Chi2,90,10,0.9973474387773175
Chi2,90,11,0.9958474888464706
Chi2,90,12,0.9937542163325863
Chi2,90,13,0.998766455852987
Chi2,90,14,0.9810601948302375
Chi2,90,15,0.9544810573330245
Chi2,90,16,0.9824872910848078
Chi2,90,17,0.9989385682512179
Chi2,90,18,0.9656771158657073
Chi2,90,19,0.10604600964106117
Chi2,90,20,0.9962522793907755
F_classif,90,1,0.9308486089107283
F_classif,90,2,0.9867431990758594
F_classif,90,3,0.9991844465465388
F_classif,90,4,0.9999934691316544
F_classif,90,5,0.9999650905352432
F_classif,90,6,0.9594599271681655
F_classif,90,7,0.9990026030026911
F_classif,90,8,0.858501548132379
F_classif,90,9,-0.049298073403433916
F_classif,90,10,0.9861789986497803
F_classif,90,11,0.9957853635686061
F_classif,90,12,0.9937551420062293
F_classif,90,13,0.9987285911418768
F_classif,90,14,0.9886084140207724
F_classif,90,15,0.9945868148935454
F_classif,90,16,0.9813862882778994
F_classif,90,17,0.9989396916683432
F_classif,90,18,0.964650263106302
F_classif,90,19,-0.04835446269136406
F_classif,90,20,0.9962655045770131
Mutual_Info,90,1,0.9252804037522687
Mutual_Info,90,2,0.9876223509604142
Mutual_Info,90,3,0.9967481709472029
Mutual_Info,90,4,0.9998780409156689
Mutual_Info,90,5,0.9996737926854979
Mutual_Info,90,6,0.9825521457235318
Mutual_Info,90,7,0.9972269189234487
Mutual_Info,90,8,0.9497407038457945
Mutual_Info,90,9,-0.04939291290649984
Mutual_Info,90,10,0.9891721147543908
Mutual_Info,90,11,0.9980657373411357
Mutual_Info,90,12,0.9937572439153891
Mutual_Info,90,13,0.9997045164838737
Mutual_Info,90,14,0.9969097102238567
Mutual_Info,90,15,0.9554368982317629
Mutual_Info,90,16,0.9604923548799795
Mutual_Info,90,17,0.9804051794965237
Mutual_Info,90,18,0.9690925489189274
Mutual_Info,90,19,-0.04930132078636134
Mutual_Info,90,20,0.9986875707804976
Lasso,90,1,0.9332916458385107
Lasso,90,2,0.9401912323997659
Lasso,90,3,0.9991264540913166
Lasso,90,4,0.997522217185361
Lasso,90,5,0.9980244666512457
Lasso,90,6,0.9589912695346505
Lasso,90,7,0.9929345279961831
Lasso,90,8,0.7390559137389994
Lasso,90,9,-0.04901424429488565
Lasso,90,10,0.9988707544074741
Lasso,90,11,0.9990928253181908
Lasso,90,12,0.9989201613655746
Lasso,90,13,0.995715310564908
Lasso,90,14,0.9609821496692215
Lasso,90,15,0.9616403380827369
Lasso,90,16,0.9873813613630716
Lasso,90,17,0.9991005423966026
Lasso,90,18,0.989846889598602
Lasso,90,19,0.1814777891251199
Lasso,90,20,0.9979892728559188
Ridge,90,1,0.9339605940394522
Ridge,90,2,0.9692314593751001
Ridge,90,3,0.999033511015768
Ridge,90,4,0.9975289400202356
Ridge,90,5,0.9846234682330275
Ridge,90,6,0.9859805037475831
Ridge,90,7,0.9813160287399493
Ridge,90,8,0.7580420603089647
Ridge,90,9,-0.049326534868337844
Ridge,90,10,0.9988714662244962
Ridge,90,11,0.9991346009320271
Ridge,90,12,0.9989358429678092
Ridge,90,13,0.9972910798716819
Ridge,90,14,0.9704554895689561
Ridge,90,15,0.953759130611587
Ridge,90,16,0.9875563585292073
Ridge,90,17,0.9946242564847052
Ridge,90,18,0.9673765034175452
Ridge,90,19,0.18956977725394616
Ridge,90,20,0.9980061382976523
Elastic_Net,90,1,0.9325194912954217
Elastic_Net,90,2,0.9312604262563472
Elastic_Net,90,3,0.9991391012002852
Elastic_Net,90,4,0.9975286675056633
Elastic_Net,90,5,0.984598891483856
Elastic_Net,90,6,0.9598234731624
Elastic_Net,90,7,0.9930094227793573
Elastic_Net,90,8,0.7639292358899712
Elastic_Net,90,9,-0.0493235676470352
Elastic_Net,90,10,0.9988721146823015
Elastic_Net,90,11,0.9993329709690183
Elastic_Net,90,12,0.998921092290378
Elastic_Net,90,13,0.9954004824197686
Elastic_Net,90,14,0.9852395962073308
Elastic_Net,90,15,0.9616423685885425
Elastic_Net,90,16,0.9874755673505725
Elastic_Net,90,17,0.9945901809832982
Elastic_Net,90,18,0.9722701341719188
Elastic_Net,90,19,0.181046251949581
Elastic_Net,90,20,0.9980414180584516
Random_Forest,90,1,0.9930561367893068
Random_Forest,90,2,0.9800835180302292
Random_Forest,90,3,0.9990836188371287
Random_Forest,90,4,0.9999982872621025
Random_Forest,90,5,0.9915411973510083
Random_Forest,90,6,0.9783233993497917
Random_Forest,90,7,0.9928935105455465
Random_Forest,90,8,0.7200429223436728
Random_Forest,90,9,-0.050665187656186696
Random_Forest,90,10,0.998736796065214
Random_Forest,90,11,0.9985478863406105
Random_Forest,90,12,0.993823950742161
Random_Forest,90,13,0.9968868109995798
Random_Forest,90,14,0.9880873572461564
Random_Forest,90,15,0.961563884323892
Random_Forest,90,16,0.9874704383466195
Random_Forest,90,17,0.9947881502104007
Random_Forest,90,18,0.9621740450925989
Random_Forest,90,19,0.18186339828649423
Random_Forest,90,20,0.9979559790614412
Gradient_Boosting,90,1,0.9353048152567711
Gradient_Boosting,90,2,0.9786639760340121
Gradient_Boosting,90,3,0.9990671750925372
Gradient_Boosting,90,4,0.9973674006925286
Gradient_Boosting,90,5,0.9838904431124298
Gradient_Boosting,90,6,0.9604272705248559
Gradient_Boosting,90,7,0.993626607681598
Gradient_Boosting,90,8,0.7283867029305771
Gradient_Boosting,90,9,-0.0482100874565245
Gradient_Boosting,90,10,0.9987007150594774
Gradient_Boosting,90,11,0.9984998081734223
Gradient_Boosting,90,12,0.9917219471507579
Gradient_Boosting,90,13,0.9965776295388195
Gradient_Boosting,90,14,0.9871285894734104
Gradient_Boosting,90,15,0.9543724450454156
Gradient_Boosting,90,16,0.9903348265393584
Gradient_Boosting,90,17,-0.030784594875520082
Gradient_Boosting,90,18,0.39578463219432114
Gradient_Boosting,90,19,0.9619855734668379
Gradient_Boosting,90,20,0.9980129515636088
XGBoost,90,1,0.927022334327998
XGBoost,90,2,0.9600466929019299
XGBoost,90,3,0.962230908282881
XGBoost,90,4,0.997363246077617
XGBoost,90,5,0.9980827681025644
XGBoost,90,6,0.9706006157647347
XGBoost,90,7,0.9857229976654648
XGBoost,90,8,0.9752826460337009
XGBoost,90,9,0.9590812091596128
XGBoost,90,10,0.9971178550840556
XGBoost,90,11,0.9752124602475264
XGBoost,90,12,0.9956545346550534
XGBoost,90,13,0.9977973872514995
XGBoost,90,14,0.9817913568790435
XGBoost,90,15,0.9537307108686026
XGBoost,90,16,0.0065845341212326484
XGBoost,90,17,-0.03030202980756388
XGBoost,90,18,0.9508496522112291
XGBoost,90,19,0.983516104905054
XGBoost,90,20,0.9955319601759642
Neural_Network,90,1,0.9907338694831408
Neural_Network,90,2,0.9840336566782225
Neural_Network,90,3,0.9965975799245992
Neural_Network,90,4,0.9998777992042487
Neural_Network,90,5,0.9847556928689926
Neural_Network,90,6,0.98516280776711
Neural_Network,90,7,0.9974452205943464
Neural_Network,90,8,0.8621931890656296
Neural_Network,90,9,-0.050685108295570665
Neural_Network,90,10,0.9995309763516828
Neural_Network,90,11,0.998099493175276
Neural_Network,90,12,0.9941502038139317
Neural_Network,90,13,0.9993479926317994
Neural_Network,90,14,0.9974707932972208
Neural_Network,90,15,0.9997877533209265
Neural_Network,90,16,0.9897941220936672
Neural_Network,90,17,0.9807857893787726
Neural_Network,90,18,0.960917208549292
Neural_Network,90,19,0.9881637901740961
Neural_Network,90,20,0.9987607821682289
GENBAIT,90,1,0.9952494215136622
GENBAIT,90,2,0.9850602421701662
GENBAIT,90,3,0.9992339437575835
GENBAIT,90,4,0.9975220029213432
GENBAIT,90,5,0.9840496126332038
GENBAIT,90,6,0.9941435607213865
GENBAIT,90,7,0.9936576191660474
GENBAIT,90,8,0.9776391279532232
GENBAIT,90,9,0.9825564807207263
GENBAIT,90,10,0.9978476896950214
GENBAIT,90,11,0.995821724933358
GENBAIT,90,12,0.9960041353873373
GENBAIT,90,13,0.996390572539227
GENBAIT,90,14,0.9971505459880438
GENBAIT,90,15,0.9947508256737585
GENBAIT,90,16,0.9888852126929593
GENBAIT,90,17,0.9997720910295422
GENBAIT,90,18,0.9879683301192701
GENBAIT,90,19,0.9993640869129522
GENBAIT,90,20,0.9978278025617042
