Prey,Primary_Component
NFXL1,4
NGDN,2
NHP2,2
NIFK,2
NKAP,1
NKAPD1,1
NKRF,3
NKTR,19
NOC2L,2
NOC3L,2
NOL10,2
NOL11,2
NOL12,2
NOL4,17
NOL6,2
NOL7,2
NOL8,16
NOL9,2
NOLC1,16
NOM1,2
NOMO1,16
NONO,3
NOP14,2
NOP16,2
NOP2,2
NOP53,2
NOP56,2
NOP58,16
NOS1AP,18
NOSIP,1
NOTCH2,4
NPM1,2
NR2C1,10
NR2C2,10
NRIP1,15
NSA2,2
NSD1,10
NSD3,17
NSDHL,4
NSRP1,1
NT5DC1,9
NTRK3,18
NUCB2,16
NUCKS1,12
NUDC,6
NUDCD3,18
NUDT19,18
NUDT21,3
NUFIP1,1
NUP107,4
NUP133,4
NUP153,14
NUP155,4
NUP160,4
NUP188,14
NUP210,16
NUP35,4
NUP42,3
NUP50,14
NUP58,14
NUP62,14
NUP85,9
NUP88,8
NUP93,18
NUP98,14
NUSAP1,17
NVL,2
NXF1,3
NYNRIN,6
OBI1,8
OBSL1,18
OFD1,8
OGT,10
ORC3,17
OSBPL8,4
OSBPL9,4
OTUD4,6
P4HA1,16
P4HB,16
PABIR2,9
PABPC1,6
PABPC4,6
PABPN1,5
PAF1,17
PAK1IP1,2
PAK4,3
PALLD,8
PAN3,6
PAPOLG,3
PARN,2
PARP12,6
PASK,11
PATJ,11
PATL1,6
PAX6,10
PAXBP1,13
PAXIP1,7
PBRM1,18
PCF11,3
PCIF1,1
PCYT1A,12
PDCD11,2
PDCL,4
PDE3B,4
PDIA3,16
PDIA4,16
PDIA6,16
PDS5A,17
PDS5B,17
PDXDC1,4
PDZD8,4
PEG10,6
PES1,2
PEX5,11
PFDN2,6
PFDN5,6
PFDN6,6
PFKM,18
PFN1,11
PGD,18
PGRMC1,4
PGRMC2,4
PHAX,11
PHB2,11
PHC1,18
PHC2,18
PHC3,18
PHF10,17
PHF12,9
PHF14,17
PHF2,2
PHF20L1,18
PHF23,9
PHF8,2
PHRF1,3
PI4KA,18
PIAS1,15
PIAS2,15
PIAS3,15
PIAS4,15
PIGU,14
PIK3C2A,8
PIN4,18
PINX1,2
PKMYT1,4
PKP2,3
PKP4,6
PLCH1,18
PLEC,8
PLEKHA7,8
PLEKHG1,8
PLRG1,11
PLXNB2,4
PML,15
PMS2,12
PNISR,1
PNN,1
POC5,11
POGK,10
POGZ,15
POLA2,12
POLDIP3,1
POLE,18
POLK,9
POLR1A,17
POLR1E,17
POLR1F,17
POLR1G,18
POLR2B,18
POLR3A,18
POLR3C,15
POM121,14
POP1,2
POR,4
POU2F1,7
PPAN,2
PPHLN1,3
PPIB,16
PPIG,1
PPIL2,1
PPIL4,1
PPM1G,12
PPME1,9
PPP1CA,3
PPP1R15B,8
PPP1R8,11
PPP2R3A,11
PPP4R3B,13
PPWD1,13
PQBP1,3
PRCC,3
PRDM15,17
PRDM16,10
PRDM2,10
PRDX4,16
PREB,4
PRIM1,11
PRKCH,4
PRKCSH,16
PRKRA,2
PRMT1,9
PRMT5,11
PROSER1,3
PROSER3,8
PRPF18,9
PRPF3,11
PRPF31,11
PRPF38A,19
PRPF38B,1
PRPF4,3
PRPF40A,3
PRPF4B,13
PRPF6,11
PRPF8,19
PRR12,3
PRR14,14
PRR3,5
PRRC2A,6
PRRC2B,6
PRSS3,15
PSD3,18
PSMD1,6
PSMD6,18
PSME3,15
PSME3IP1,15
PSMF1,3
PSPC1,3
PTBP1,3
PTBP2,3
PTBP3,5
PTPN1,4
PTPN14,14
PTPN2,4
PUF60,13
PUM1,6
PUM2,6
PUM3,2
PUS7,9
PUS7L,9
PWP2,2
PYM1,2
QKI,5
QRICH1,19
QSER1,7
R3HDM1,6
R3HDM2,6
RAB29,4
RAB3GAP1,4
RAB3GAP2,4
RAB7A,4
RABGAP1,11
RABGAP1L,11
RABL3,4
RACGAP1,15
RAD18,12
RAD51AP1,17
RAD54L2,15
RADX,13
RAI1,7
RALY,5
RANBP2,8
RANBP6,16
RANGAP1,15
RASGRP1,4
RAVER1,5
RAVER2,5
RBAK,12
RBBP6,1
RBFOX2,5
RBL1,15
RBM10,3
RBM12,3
RBM12B,3
RBM14,3
RBM15,1
RBM15B,1
RBM17,3
RBM19,16
RBM20,3
RBM22,3
RBM25,1
RBM26,1
RBM27,3
RBM28,2
RBM33,3
RBM34,2
RBM39,1
RBM41,1
RBM42,3
RBM45,9
RBM47,6
RBM5,3
RBM6,3
RBM7,1
RBMS1,6
RBMS2,6
RBMX,5
RBMX2,1
RBPJ,10
RBPMS,6
RBPMS2,6
RC3H1,6
RC3H2,6
RCL1,2
RCN1,16
RECQL5,1
REEP2,4
REEP3,4
REEP4,4
RESF1,15
RETREG1,4
REV3L,18
REXO4,2
RFX1,10
RFX5,17
RICTOR,18
RING1,18
RINT1,4
RIOK1,11
RIOK3,6
RIOX2,2
RLF,10
RMDN3,4
RNF10,6
RNF113A,14
RNF169,17
RNF2,18
RNF20,9
RNF214,6
RNF40,13
RNF8,9
RNGTT,13
RNMT,1
RNPC3,3
RNPS1,1
RO60,6
ROR2,4
RP9,1
RPF1,2
RPF2,2
RPGRIP1L,11
RPL10A,16
RPL13A,2
RPL14,2
RPL19,6
RPL23,3
RPL23A,6
RPL24,2
RPL4,2
RPL7A,6
RPLP0,2
RPN1,16
RPN2,16
RPP38,2
RPRD1B,3
RPRD2,3
RPS10,6
RPS11,3
RPS13,2
RPS15,11
RPS18,16
RPS19BP1,16
RPS2,6
RPS25,2
RPS27A,9
RPS28,3
RPS3,6
RPS3A,6
RPS4X,18
RPS6,2
RPS7,18
RPS9,2
RREB1,10
RRM2,6
RRP1,2
RRP12,2
RRP15,2
RRP1B,2
RRP36,2
RRP7A,2
RRP8,2
RRP9,16
RRS1,2
RSBN1,13
RSBN1L,13
RSL1D1,2
RSL24D1,2
RSRC1,13
RSRC2,1
RTCB,11
RTEL1,18
RTF2,13
RTN1,4
RTN3,4
RTN4,4
RTRAF,6
RUSC2,8
RUVBL2,18
SAE1,15
SAFB,1
SAFB2,1
SALL1,10
SALL2,10
SAMD4B,8
SAMHD1,9
SAP18,1
SARNP,18
SARS1,18
SART1,13
SART3,11
SATB1,7
SATB2,10
SAV1,6
SBNO1,13
SCAF1,1
SCAF11,1
SCAF4,3
SCAF8,3
SCAMP1,15
SCAPER,6
SCFD1,4
SCMH1,18
SCYL1,4
SCYL2,8
SDAD1,2
SDCBP,9
SDE2,12
SDR39U1,6
SEC16A,8
SEC22B,4
SEC23IP,4
SEC24A,4
SEC24B,4
SEC31A,4
SEC61A1,18
SEC61B,4
SEC62,4
SEC63,4
SECISBP2,6
SECISBP2L,6
SEH1L,9
SENP1,14
SENP2,4
SENP3,2
SENP5,2
SENP6,15
SENP7,15
SERBP1,6
SERPINH1,16
SET,2
SETD1A,9
SETD2,1
SETD7,11
SETDB1,15
SETX,15
SF1,3
SF3A1,11
SF3A2,11
SF3A3,11
SF3B1,11
SF3B2,13
SF3B3,18
SF3B6,11
SFPQ,3
SFSWAP,13
SFXN1,18
SGO1,9
SGO2,17
SH2B2,18
SHB,15
SHCBP1,6
SHPRH,12
SHQ1,16
SIMC1,15
SIN3A,19
SIPA1L1,8
SIPA1L2,8
SIPA1L3,8
SIRT1,18
SIRT2,6
SIX4,10
SLAIN1,8
SLBP,17
SLC12A2,4
SLC16A1,18
SLC25A10,3
SLC25A11,3
SLC25A3,3
SLC25A4,3
SLC30A6,4
SLC30A9,4
SLC33A1,4
SLC4A1AP,9
SLC4A7,4
SLC6A15,4
SLC6A8,4
SLC9A1,4
SLF2,15
SLFN11,1
SLTM,1
SLU7,9
SLX4,15
SLX4IP,15
SLX9,2
SMAP2,6
SMARCA1,18
SMARCA2,7
SMARCA4,7
SMARCAD1,12
SMARCAL1,1
SMARCC1,7
SMARCC2,7
SMARCD1,7
SMARCE1,7
SMC1A,6
SMCR8,4
SMG6,6
SMG7,8
SMN1,11
SMNDC1,13
SMPD4,4
SMU1,1
SNAP47,4
SNAPC4,18
SND1,6
SNRNP200,3
SNRNP40,11
SNRNP70,1
SNRPA,3
SNRPA1,11
SNRPB,11
SNRPB2,11
SNRPC,3
SNRPD1,11
SNRPD2,1
SNRPD3,11
SNRPE,11
SNRPG,11
SNRPN,11
SNW1,1
SNX19,4
SNX6,11
SNX7,18
SOAT1,14
SON,13
SORBS1,11
SOX9,12
SP2,10
SPATA2,8
SPATS2,6
SPATS2L,6
SPICE1,8
SPRY4,15
SPTY2D1,2
SRBD1,18
SRCAP,10
SREK1,1
SRFBP1,2
SRM,18
SRP54,4
SRP72,4
SRPK1,19
SRPK2,1
SRPRA,4
SRPRB,4
SRRM1,1
SRRM2,13
SRRM4,14
SRRT,1
SRSF10,1
SRSF11,1
SRSF12,1
SRSF3,1
SRSF4,1
SRSF5,13
SRSF6,13
SRSF7,1
SRSF9,3
SS18L2,7
SSR1,4
SSRP1,16
SSX2IP,7
ST13,6
STAG1,17
STAG2,17
STAM,18
STAU1,6
STAU2,6
STBD1,4
STEAP3,15
STIL,8
STIM1,4
STIM2,4
STRAP,18
STRBP,5
STT3B,4
STX18,4
STX5,4
SUB1,13
SUCO,4
SUGP1,11
SUGP2,5
SUMO2,15
SUN1,8
SUN2,14
SUPT16H,16
SUPT5H,3
SUPT6H,3
SURF6,16
SUZ12,17
SYDE1,18
SYF2,1
SYMPK,3
SYNCRIP,5
SYNE2,4
SYNE3,4
SYNM,8
TAB2,7
TACC1,4
TADA3,19
TAF15,3
TAF2,19
TAF3,19
TAF4,10
TAF6,9
TALDO1,9
TARDBP,3
TARS2,18
TASOR,13
TATDN2,1
TBC1D31,11
TBKBP1,8
TBL3,2
TCEA1,19
TCERG1,1
TCF20,7
TCF3,7
TCF7L2,10
TCHP,8
TCOF1,17
TCP1,2
TDP1,17
TDP2,3
TDRD3,6
TDRD7,6
TECR,18
TELO2,18
TENT4A,8
TENT4B,1
TERF2,9
TET1,10
TET2,10
TEX10,2
TEX2,4
TEX264,4
TFAP2A,10
TFAP4,10
TFE3,10
TFG,7
TFPT,9
TFRC,15
TGS1,11
THOC1,13
THOC2,13
THOC3,13
THRAP3,13
THUMPD3,6
TIAL1,3
TIMELESS,17
TIMM44,3
TLE1,3
TLE3,3
TLK2,9
TMEM109,4
TMEM131,8
TMEM131L,8
TMEM161A,4
TMEM199,4
TMEM201,4
TMEM209,4
TMEM214,4
TMEM87A,15
TMPO,14
TMTC3,16
TMX1,4
TMX4,8
TNIP1,8
TNPO1,6
TNPO2,6
TNRC18,10
TNRC6A,8
TNRC6B,8
TNRC6C,8
TOE1,11
TOMM22,18
TOP1,17
TOP2B,12
TOP3B,6
TOPBP1,9
TOPORS,15
TOR1AIP1,14
TOR1AIP2,4
TP53,15
TP73,10
TRA2A,1
TRA2B,1
TRIM13,4
TRIM22,11
TRIM24,10
TRIM26,11
TRIM33,15
TRIM36,11
TRIM37,8
TRIM56,6
TRIP12,12
TRIP4,6
TRIP6,8
TRIR,11
TRMT1L,2
TRMT5,9
TRMT6,13
TRPM7,4
TRPS1,10
TRUB1,6
TSR1,2
TTC14,1
TTC4,6
TTF1,16
TTK,8
TTLL5,8
TUBB6,3
TUT4,6
TUT7,6
TYW1,4
U2AF1,3
U2AF2,1
U2SURP,13
UBA3,9
UBAP2,6
UBAP2L,6
UBE2D2,18
UBE2E1,18
UBE2J1,4
UBL4A,15
UBN1,15
UBN2,15
UBR5,9
UBTF,16
UBXN4,4
UBXN8,4
UFD1,13
UFL1,4
UGGT1,16
UGGT2,16
UHRF1,18
UIMC1,17
UNG,13
UNK,6
UPF1,6
URB1,2
URB2,2
USE1,4
USP10,6
USP11,18
USP16,6
USP20,4
USP22,9
USP28,9
USP33,4
USP36,2
USP39,19
USP42,13
USP48,9
USP54,8
USP9X,6
USPL1,18
UTP11,2
UTP14A,2
UTP14C,9
UTP15,17
UTP18,2
UTP20,2
UTP25,2
UTP3,2
UTP4,17
UVSSA,15
VAMP3,15
VAMP7,15
VANGL1,4
VANGL2,4
VAPA,4
VAPB,4
VEZT,4
VIRMA,3
VKORC1L1,14
VPS13A,4
VPS13C,8
VPS45,15
VPS72,9
VRK2,4
VRK3,14
WAC,3
WASHC2A,15
WASHC2C,6
WBP11,3
WBP4,11
WDCP,8
WDHD1,9
WDR3,2
WDR33,3
WDR36,2
WDR41,4
WDR43,17
WDR46,2
WDR5,9
WDR55,2
WDR6,11
WDR70,12
WDR74,2
WDR75,18
WDR76,17
WDR77,11
WIPI1,6
WIZ,15
WLS,4
WRAP53,11
WRN,9
WRNIP1,3
WWP2,3
XAB2,11
XPC,17
XPO1,18
XPO5,9
XPOT,2
XRCC1,17
XRCC4,9
XRN2,5
YAP1,3
YBX1,6
YBX3,6
YEATS2,15
YEATS4,15
YIF1A,4
YJU2,13
YKT6,14
YLPM1,3
YTHDC1,1
YTHDF1,6
YTHDF2,6
YTHDF3,6
YY1,12
ZBED4,10
ZBTB10,10
ZBTB11,9
ZBTB12,15
ZBTB21,12
ZBTB4,10
ZBTB40,18
ZC3H10,3
ZC3H11A,12
ZC3H13,1
ZC3H14,1
ZC3H18,1
ZC3H4,3
ZC3H7A,6
ZC3H7B,6
ZC3HC1,9
ZCCHC14,8
ZCCHC17,19
ZCCHC2,6
ZCCHC3,6
ZCCHC8,3
ZDBF2,18
ZEB1,10
ZEB2,10
ZFC3H1,3
ZFHX3,10
ZFHX4,10
ZFP1,12
ZFP36L2,6
ZFP62,17
ZFP82,12
ZFP91,12
ZFR,3
ZFX,10
ZKSCAN4,17
ZMAT2,1
ZMIZ2,3
ZMYM1,15
ZMYM2,15
ZMYM3,10
ZMYM4,15
ZMYM6,10
ZMYND8,15
ZNF106,15
ZNF107,17
ZNF12,17
ZNF131,10
ZNF136,17
ZNF146,2
ZNF148,10
ZNF174,17
ZNF184,12
ZNF195,9
ZNF207,3
ZNF217,10
ZNF226,18
ZNF24,17
ZNF267,18
ZNF28,18
ZNF280D,10
ZNF281,10
ZNF292,10
ZNF318,3
ZNF326,3
ZNF346,2
ZNF362,17
ZNF384,10
ZNF451,15
ZNF462,15
ZNF503,3
ZNF507,18
ZNF512B,12
ZNF516,10
ZNF518A,18
ZNF518B,18
ZNF536,10
ZNF592,9
ZNF598,6
ZNF608,10
ZNF609,7
ZNF622,16
