Chi2_30,F_classif_30,Mutual_Info_30,Lasso_30,Ridge_30,Elastic_Net_30,Random_Forest_30,Gradient_Boosting_30,XGBoost_30,Neural_Network_30,GENBAIT_30,Chi2_60,F_classif_60,Mutual_Info_60,Lasso_60,Ridge_60,Elastic_Net_60,Random_Forest_60,Gradient_Boosting_60,XGBoost_60,Neural_Network_60,GENBAIT_60,Chi2_90,F_classif_90,Mutual_Info_90,Lasso_90,Ridge_90,Elastic_Net_90,Random_Forest_90,Gradient_Boosting_90,XGBoost_90,Neural_Network_90,GENBAIT_90
,,,,,,,,,,,PML_NBF,ILF3_CBF,MAK16_CBF,HIPK2_NBF,RBM14_NBF,EIF6_NBF,PML_CBF,SNRPD3_CBF,SNRPB2_NBF,HNRNPA1_CBF,SP100_NBF,PML_NBF,ILF3_CBF,MAK16_CBF,HIPK2_NBF,RBM14_NBF,EIF6_NBF,PML_CBF,SNRPD3_CBF,SNRPB2_NBF,HIPK2_NBF,PIAS1_CBF
,,,,,,,,,,,RNPS1_NBF,HNRNPAB_CBF,NCL_NBF,HNRNPR_iso2_CBF,LSM10_CBF,NGDN_NBF,RBM14_NBF,HNRNPAB_CBF,CELF1_NBF,FBL_NBF,SRRM4_NBF,RNPS1_NBF,HNRNPAB_CBF,NCL_NBF,HNRNPR_iso2_CBF,LSM10_CBF,NGDN_NBF,RBM14_NBF,HNRNPAB_CBF,CELF1_NBF,KHDRBS3_CBF,PML_CBF
,,,,,,,,,,,SRRM4_NBF,FUS_NBF,HNRNPUL1_CBF,LUC7L2_CBF,FAM118B_CBF,SURF6_CBF,AFDN_NBF,NUP155_NBF,SNRPD3_NBF,RPS24_NBF,SRSF1_CBF,SRRM4_NBF,FUS_NBF,HNRNPUL1_CBF,LUC7L2_CBF,FAM118B_CBF,SURF6_CBF,AFDN_NBF,NUP155_NBF,SNRPD3_NBF,AFDN_NBF,PML_NBF
,,,,,,,,,,,SNRPB_CBF,SP100_CBF,SNRPD3_CBF,NUP50_NBF,CDKN2AIP_CBF,HIPK2_NBF,SP100_NBF,NGDN_NBF,HSF1_CBF,NXT1_CBF,SRSF1_NBF,SNRPB_CBF,SP100_CBF,SNRPD3_CBF,NUP50_NBF,CDKN2AIP_CBF,HIPK2_NBF,SP100_NBF,NGDN_NBF,HSF1_CBF,NXT1_CBF,POLR1G_CBF
,,,,,,,,,,,CELF1_NBF,RPS24_NBF,HNRNPR_iso2_CBF,INO80E_CBF,HIPK2_NBF,FAM118B_CBF,SRSF1_NBF,NXT1_CBF,NOP10_CBF,FUS_NBF,SRSF4_CBF,CELF1_NBF,RPS24_NBF,HNRNPR_iso2_CBF,INO80E_CBF,HIPK2_NBF,FAM118B_CBF,SRSF1_NBF,NXT1_CBF,NOP10_CBF,ESRP1_CBF,PSPC1_NBF
,,,,,,,,,,,ILF3_CBF,POLR1G_CBF,TMPO_NBF,USP7_NBF,GEMIN7_CBF,SNRPN_CBF,HNRNPM_CBF,RNPS1_NBF,SARNP_CBF,AFDN_NBF,SRSF5_CBF,ILF3_CBF,POLR1G_CBF,TMPO_NBF,USP7_NBF,GEMIN7_CBF,SNRPN_CBF,HNRNPM_CBF,RNPS1_NBF,SARNP_CBF,HNRNPA1_CBF,PTBP1_CBF
,,,,,,,,,,,POLR1G_CBF,CPSF6_CBF,PSPC1_NBF,RPS24_NBF,SURF6_CBF,RBM14_NBF,HNRNPAB_CBF,LMNB1_NBF,HNRNPR_iso2_CBF,LSM10_CBF,SRSF7_CBF,POLR1G_CBF,CPSF6_CBF,PSPC1_NBF,RPS24_NBF,SURF6_CBF,RBM14_NBF,HNRNPAB_CBF,LMNB1_NBF,HNRNPR_iso2_CBF,USP7_NBF,QKI_CBF
,,,,,,,,,,,NGDN_NBF,QKI_CBF,GAR1_CBF,LSM4_CBF,SRSF7_CBF,LUC7L2_CBF,PTBP1_CBF,EIF6_NBF,RNPS1_NBF,USP7_NBF,SS18L1_CBF,NGDN_NBF,QKI_CBF,GAR1_CBF,LSM4_CBF,SRSF7_CBF,LUC7L2_CBF,PTBP1_CBF,EIF6_NBF,RNPS1_NBF,LUC7L2_CBF,RBM14_NBF
,,,,,,,,,,,SUMO1_NBF,PSPC1_NBF,NGDN_NBF,EIF6_NBF,NSMF_CBF,TMPO_NBF,PML_NBF,SNRPN_NBF,KHDRBS2_CBF,DAZAP1_CBF,SS18L1_NBF,SUMO1_NBF,PSPC1_NBF,NGDN_NBF,EIF6_NBF,NSMF_CBF,TMPO_NBF,PML_NBF,SNRPN_NBF,KHDRBS2_CBF,PHAX_NBF,RBM45_CBF
,,,,,,,,,,,NGDN_CBF,SNRPN_CBF,FBL_NBF,ILF3_CBF,TMPO_NBF,NSMF_CBF,NGDN_NBF,NCL_NBF,NUP50_NBF,HNRNPL_NBF,SUMO1_NBF,NGDN_CBF,SNRPN_CBF,FBL_NBF,ILF3_CBF,TMPO_NBF,NSMF_CBF,NGDN_NBF,NCL_NBF,NUP50_NBF,DAZAP1_CBF,RIOK1_CBF
,,,,,,,,,,,RBM45_CBF,NONO_NBF,RPS24_NBF,SNRPN_NBF,NUP155_NBF,CDKN2AIP_CBF,KHDRBS3_CBF,PHAX_NBF,AFDN_NBF,EWSR1_CBF,SURF6_CBF,RBM45_CBF,NONO_NBF,RPS24_NBF,SNRPN_NBF,NUP155_NBF,CDKN2AIP_CBF,KHDRBS3_CBF,PHAX_NBF,AFDN_NBF,SNRPD3_CBF,RNPS1_CBF
,,,,,,,,,,,SNRPN_CBF,GEMIN7_CBF,SNRPB_CBF,TMPO_NBF,SNRPN_CBF,NUP155_NBF,USP7_NBF,RBM14_NBF,SS18L1_NBF,PHAX_NBF,SYNE3_NBF,SNRPN_CBF,GEMIN7_CBF,SNRPB_CBF,TMPO_NBF,SNRPN_CBF,NUP155_NBF,USP7_NBF,RBM14_NBF,SS18L1_NBF,NGDN_NBF,RNPS1_NBF
,,,,,,,,,,,QKI_CBF,HNRNPUL1_CBF,EIF4A3_CBF,SRSF5_CBF,SRSF1_NBF,SNRPN_NBF,EWSR1_NBF,EWSR1_CBF,NUDT21_NBF,LUC7L2_CBF,TMPO_NBF,QKI_CBF,HNRNPUL1_CBF,EIF4A3_CBF,SRSF5_CBF,SRSF1_NBF,SNRPN_NBF,EWSR1_NBF,EWSR1_CBF,NUDT21_NBF,HNRNPDL_CBF,RPS20_NBF
,,,,,,,,,,,,,,,,,,,,,,CPSF6_CBF,RBM45_CBF,MFAP1_CBF,SURF6_CBF,NGDN_NBF,LSM4_CBF,HNRNPK_CBF,SRSF1_NBF,TP53_CBF,LSM10_CBF,RPS6_NBF
,,,,,,,,,,,,,,,,,,,,,,FUS_NBF,NGDN_CBF,SP100_CBF,PTBP1_CBF,PML_NBF,INO80E_CBF,KHDRBS1_CBF,CELF1_NBF,RBM45_CBF,SP100_NBF,SARNP_CBF
,,,,,,,,,,,,,,,,,,,,,,LSM10_CBF,SFPQ_NBF,HNRNPK_CBF,DKC1_CBF,LSM4_CBF,SRSF5_CBF,LUC7L2_CBF,GNL2_CBF,SNRPB_CBF,HNRNPL_NBF,SFPQ_NBF
,,,,,,,,,,,,,,,,,,,,,,NONO_NBF,SNRPB_CBF,HIPK2_NBF,SRRM4_NBF,LUC7L2_CBF,NXT1_CBF,CDKN2AIP_CBF,RIOK1_CBF,RPS6_NBF,NUP155_NBF,SLBP_CBF
,,,,,,,,,,,,,,,,,,,,,,COIL_NBF,PML_NBF,SRRM4_NBF,NGDN_NBF,TRIM22_CBF,NELFB_NBF,HNRNPL_NBF,CBX2_CBF,GNL2_CBF,EWSR1_CBF,SMN_CBF
,,,,,,,,,,,,,,,,,,,,,,PSPC1_NBF,SNRPD3_CBF,GNL2_CBF,CDKN2AIP_CBF,SRSF5_CBF,SRSF1_NBF,HNRNPR_iso1_CBF,FAM118B_CBF,DKC1_CBF,PIAS1_CBF,SNRPB2_CBF
,,,,,,,,,,,,,,,,,,,,,,SFPQ_NBF,FBL_NBF,SNRPN_NBF,TRIM22_CBF,PHAX_NBF,HNRNPR_iso2_CBF,SNRPB_CBF,FUS_NBF,SRSF7_CBF,CPSF6_CBF,SNRPB_CBF
,,,,,,,,,,,,,,,,,,,,,,FBL_NBF,COIL_NBF,GEMIN7_CBF,NOP58_CBF,SMN_CBF,PHAX_NBF,NXT1_CBF,EWSR1_NBF,EAF2_NBF,LSM4_CBF,SNRPD3_CBF
,,,,,,,,,,,,,,,,,,,,,,SP100_NBF,SUMO1_NBF,NGDN_CBF,HNRNPR_iso1_CBF,RIOK1_CBF,PTBP1_CBF,EWSR1_CBF,SS18L1_NBF,KHDRBS1_CBF,NUP50_NBF,SNRPD3_NBF
,,,,,,,,,,,,,,,,,,,,,,CPSF6_NBF,LSM10_CBF,QKI_CBF,HNRNPM_CBF,AFDN_NBF,AFDN_NBF,CELF1_NBF,USP7_NBF,HNRNPA1_CBF,CDKN2AIP_CBF,SNRPN_CBF
,,,,,,,,,,,,,,,,,,,,,,ESRP1_CBF,DROSHA_NBF,NUP155_NBF,RIOK1_CBF,HSF1_CBF,SRRM4_NBF,FBL_NBF,HSF1_CBF,POLR1E_NBF,PSPC1_NBF,SNRPN_NBF
,,,,,,,,,,,,,,,,,,,,,,LSM4_CBF,CPSF6_NBF,CPSF6_NBF,CPSF6_NBF,SFPQ_NBF,RIOK1_CBF,HNRNPR_iso2_CBF,ZC3H11A_CBF,PHAX_NBF,SP100_CBF,SP100_CBF
,,,,,,,,,,,,,,,,,,,,,,PIAS1_CBF,LSM4_CBF,COIL_NBF,HSF1_CBF,INO80E_CBF,DKC1_CBF,NSMF_CBF,SMN_CBF,NCL_NBF,NGDN_CBF,SP100_NBF
,,,,,,,,,,,,,,,,,,,,,,TERF2IP_CBF,HNRNPR_iso4_CBF,TRIM22_CBF,HNRNPA1_CBF,DKC1_CBF,SMN_CBF,SFPQ_NBF,CDKN2AIP_CBF,RNPS1_CBF,GNL2_CBF,SRRM4_NBF
,,,,,,,,,,,,,,,,,,,,,,FAM118B_CBF,ESRP1_CBF,NUP50_NBF,NXT1_CBF,KHDRBS1_CBF,NUP155_CBF,HNRNPDL_CBF,MFAP1_CBF,MFAP1_CBF,SNRPN_CBF,SRSF1_CBF
,,,,,,,,,,,,,,,,,,,,,,SNRPD3_CBF,SNRPN_NBF,TERF2IP_CBF,SRSF1_NBF,NOP10_CBF,HSF1_CBF,HNRNPA1_CBF,TP53_CBF,SRSF5_CBF,SNRPN_NBF,SRSF1_NBF
,,,,,,,,,,,,,,,,,,,,,,NUP155_NBF,SP100_NBF,ESRP1_CBF,HNRNPK_CBF,NUP155_CBF,HNRNPR_iso1_CBF,SRRM4_NBF,SFPQ_NBF,QKI_CBF,SMN_CBF,SRSF4_CBF
,,,,,,,,,,,,,,,,,,,,,,HNRNPUL1_CBF,PIAS1_CBF,SNRPN_CBF,EWSR1_CBF,SRRM4_NBF,TRIM22_CBF,FAM118B_CBF,KHDRBS1_CBF,TGS1_NBF,PML_CBF,SRSF5_CBF
,,,,,,,,,,,,,,,,,,,,,,SNRPD3_NBF,GAR1_CBF,CDKN2AIP_CBF,SMN_CBF,LSM4_NBF,TP53_CBF,SMN_CBF,TRIM22_CBF,PSPC1_NBF,SNRPB_CBF,SRSF7_CBF
,,,,,,,,,,,,,,,,,,,,,,HIPK2_NBF,NUP155_NBF,POLR1E_NBF,SNRPB2_CBF,SNRPB2_CBF,NOP58_CBF,TRIM22_CBF,KHDRBS3_CBF,NSMF_CBF,HSF1_CBF,SS18L1_CBF
,,,,,,,,,,,,,,,,,,,,,,NUP50_NBF,EIF4A3_CBF,LSM10_CBF,MFAP1_CBF,NGDN_CBF,NGDN_CBF,MFAP1_CBF,SNRPB2_CBF,HNRNPM_CBF,TRIM22_CBF,SS18L1_NBF
,,,,,,,,,,,,,,,,,,,,,,MFAP1_NBF,NOP58_CBF,PIAS1_CBF,CPSF6_CBF,ZC3H11A_CBF,HNRNPA1_CBF,CPSF6_CBF,DKC1_CBF,NGDN_NBF,HNRNPM_CBF,SUMO1_NBF
,,,,,,,,,,,,,,,,,,,,,,SNRPN_NBF,TERF2IP_CBF,LSM4_CBF,KHDRBS3_CBF,EAF2_NBF,SNRPB2_CBF,PHAX_NBF,NSMF_CBF,KHDRBS3_CBF,HNRNPR_iso2_CBF,SURF6_CBF
,,,,,,,,,,,,,,,,,,,,,,CBX2_CBF,SNRPD3_NBF,SMN_CBF,SNRPB2_NBF,KHDRBS3_CBF,HNRNPM_CBF,DAZAP1_CBF,SNRPB2_NBF,SMN_CBF,HNRNPK_CBF,SYNE3_NBF
,,,,,,,,,,,,,,,,,,,,,,EIF4A3_CBF,NUP50_NBF,NXT1_CBF,NELFB_NBF,PTBP1_CBF,SNRPB2_NBF,EIF6_NBF,RPS6_NBF,FUS_NBF,HNRNPR_iso1_CBF,TERF2IP_CBF
,,,,,,,,,,,,,,,,,,,,,,NOP58_CBF,MFAP1_NBF,PML_NBF,AFDN_NBF,ESRP1_CBF,EAF2_NBF,FUS_NBF,SRRM4_NBF,CBX2_CBF,CPSF6_NBF,TMPO_NBF
,,,,,,,,,,,,,,,,,,,,,,DROSHA_NBF,HIPK2_NBF,SLBP_NBF,PHAX_NBF,TP53_CBF,SFPQ_NBF,LSM4_NBF,INO80E_CBF,NELFB_NBF,HNRNPUL1_CBF,TRIM22_CBF
,,,,,,,,,,,,,,,,,,,,,,LSM4_NBF,FAM118B_CBF,RIOK1_CBF,EAF2_NBF,HNRNPA1_CBF,LSM4_NBF,HSF1_CBF,TMPO_NBF,ZC3H11A_CBF,LSM4_NBF,TRIM22_NBF
,,,,,,,,,,,,,,,,,,,,,,RIOK1_CBF,CBX2_CBF,CBX2_CBF,SFPQ_NBF,UTP4_CBF,CPSF6_NBF,NELFB_NBF,USPL1_CBF,FBL_NBF,SRRM4_NBF,USP7_NBF
,,,,,,,,,,,,,,,,,,,,,,PML_CBF,LSM4_NBF,NOP58_CBF,ESRP1_CBF,BMI1_CBF,NOP10_CBF,INO80E_CBF,CPSF6_CBF,HNRNPR_iso1_CBF,PML_NBF,ZC3H11A_CBF
